Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,San_Miguel,Historical,Historical,Historical,0.216459511,0,0,0.027604666,0,0,0,0,0.000573077,0.037986843,0,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097423154,0,0,0.027604666,0,0,0,0,0.000245605,0.017110453,0,0.027604666,0.009041667,0.000708333,0.000333333,0,0.11936383,0,0,0,0.0005,0.0005,0,0,0,0.02087639,0,0,0,0,0.001333333,0,0.675519438
Feb 1975,San_Miguel,Historical,Historical,Historical,0.216524075,0,0,0.027604666,0,0,0,0,0.000573248,0.037998173,0,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097452212,0,0,0.027604666,0,0,0,0,0.000245678,0.017115557,0,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119399433,0,0,0,0.0005,0.0005,0,0,0,0.020882617,0,0,0,0,0.001333333,0,0.921474215
Mar 1975,San_Miguel,Historical,Historical,Historical,0.216588638,0,0,0.027604666,0,0,0,0,0.000573419,0.038009504,0,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097481271,0,0,0.027604666,0,0,0,0,0.000245751,0.01712066,0,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119435036,0,0,0,0.0005,0.0005,0,0,0,0.020888844,0,0,0,0,0.001333333,0,1.555270157
Apr 1975,San_Miguel,Historical,Historical,Historical,0.216653202,0,0,0.027604666,0,0,0,0,0.00057359,0.038020834,0,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097510329,0,0,0.027604666,0,0,0,0,0.000245824,0.017125764,0,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119470639,0,0,0,0.0005,0.0005,0,0,0,0.020895071,0,0,0,0,0.001333333,0,1.948827474
May 1975,San_Miguel,Historical,Historical,Historical,0.216717766,0,1.273026675,0.027604666,0,0,0,0,0.000573761,0.038032165,0.018335024,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097539388,0,0.532227412,0.027604666,0,0,0,0,0.000245898,0.017130867,0.01185573,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119506241,0,0.747278558,0,0.0005,0.0005,0,0,0,0.020901297,0,0,0,0,0.001333333,0,2.431604775
Jun 1975,San_Miguel,Historical,Historical,Historical,0.216782329,0,10.31107147,0.027604666,0,0,0,0,0.000573932,0.038043495,0.148507288,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097568446,0,4.310856155,0.027604666,0,0,0,0,0.000245971,0.017135971,0.096027269,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119541844,0,6.052695329,0,0.0005,0.0005,0,0,0,0.020907524,0,0,0,0,0.001333333,0,2.751770909
Jul 1975,San_Miguel,Historical,Historical,Historical,0.216846893,0,6.996253277,0.027604666,0,0,0,0,0.000574103,0.038054825,0.10076495,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097597505,0,2.924995875,0.027604666,0,0,0,0,0.000246044,0.017141074,0.065156283,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119577447,0,4.106866068,0,0.0005,0.0005,0,0,0,0.020913751,0,0,0,0,0.001333333,0,2.538076484
Aug 1975,San_Miguel,Historical,Historical,Historical,0.216911457,0,7.460000125,0.027604666,0,0,0,0,0.000574274,0.038066156,0.107444158,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097626563,0,3.11887931,0.027604666,0,0,0,0,0.000246117,0.017146178,0.06947517,0.027604666,0.009041667,0.000708333,0.000333333,0,0.11961305,0,4.379089803,0,0.0005,0.0005,0,0,0,0.020919978,0,0,0,0,0.001333333,0,2.130691204
Sep 1975,San_Miguel,Historical,Historical,Historical,0.216976021,0,2.946067399,0.027604666,0,0,0,0,0.000574445,0.038077486,0.04243133,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097655622,0,1.231692829,0.027604666,0,0,0,0,0.000246191,0.017151282,0.0274368,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119648653,0,1.7293691,0,0.0005,0.0005,0,0,0,0.020926205,0,0,0,0,0.001333333,0,1.546674075
Oct 1975,San_Miguel,Historical,Historical,Historical,0.217040584,0,0,0.027604666,0,0,0,0,0.000574616,0.038088817,0,0.027604666,0.009541667,0.001208333,0.001666667,0,0.097684681,0,0,0.027604666,0,0,0,0,0.000246264,0.017156385,0,0.027604666,0.009041667,0.000708333,0.000333333,0,0.119684256,0,0,0,0.0005,0.0005,0,0,0,0.020932432,0,0,0,0,0.001333333,0,1.217044056
