Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.371239031,0.000232946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167022622,0.000155298,0,0,0,0,0,0,0.204216409,0,0,0,0,0,0,0,0,7.76488e-05,0,0,0,0,0,0,0
Feb 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.371691803,0.000233231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167226327,0.000155487,0,0,0,0,0,0,0.204465476,0,0,0,0,0,0,0,0,7.77435e-05,0,0,0,0,0,0,0
Mar 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.372146462,0.000233516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16743088,0.000155677,0,0,0,0,0,0,0.204715581,0,0,0,0,0,0,0,0,7.78386e-05,0,0,0,0,0,0,0
Apr 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.37260112,0.000233801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167635434,0.000155867,0,0,0,0,0,0,0.204965686,0,0,0,0,0,0,0,0,7.79337e-05,0,0,0,0,0,0,0
May 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.373055779,0.000234086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167839987,0.000156058,0,0,0,0,0,0,0.205215791,0,0,0,0,0,0,0,0,7.80288e-05,0,0,0,0,0,0,0
Jun 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.373512324,0.000234373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16804539,0.000156249,0,0,0,0,0,0,0.205466934,0,0,0,0,0,0,0,0,7.81243e-05,0,0,0,0,0,0,0
Jul 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.373968869,0.000234659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168250792,0.00015644,0,0,0,0,0,0,0.205718077,0,0,0,0,0,0,0,0,7.82198e-05,0,0,0,0,0,0,0
Aug 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.374425414,0.000234946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168456194,0.000156631,0,0,0,0,0,0,0.205969219,0,0,0,0,0,0,0,0,7.83153e-05,0,0,0,0,0,0,0
Sep 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.374881959,0.000235232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168661597,0.000156822,0,0,0,0,0,0,0.206220362,0,0,0,0,0,0,0,0,7.84108e-05,0,0,0,0,0,0,0
Oct 1975,Los_Alamos,Historical,Historical,Historical,0,0,0,0,0,0,0,0,0.37534039,0.00023552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168867848,0.000157013,0,0,0,0,0,0,0.206472543,0,0,0,0,0,0,0,0,7.85067e-05,0,0,0,0,0,0,0
