Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028745891,0,0.024865043,0,0,0,0,0.043467506,0.08972437,0,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.012939525,0,0.024865043,0,0,0,0,0.019525511,0.040368218,0,0.024954165,0.010125,0.001791667,0.0035,0,0.023941995,0,0,0,0.001166667,0.001166667,0,0,0,0.065162517,0,0,0,0,0.017666667,0,0.421831406
Feb 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028782141,0,0.024865043,0,0,0,0,0.04352232,0.089837517,0,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.012955842,0,0.024865043,0,0,0,0,0.019550133,0.040419125,0,0.024954165,0.010125,0.001791667,0.0035,0,0.023972187,0,0,0,0.001166667,0.001166667,0,0,0,0.065244691,0,0,0,0,0.017666667,0,0.638384448
Mar 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028818391,0,0.024865043,0,0,0,0,0.043577135,0.089950664,0,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.01297216,0,0.024865043,0,0,0,0,0.019574756,0.040470031,0,0.024954165,0.010125,0.001791667,0.0035,0,0.024002379,0,0,0,0.001166667,0.001166667,0,0,0,0.065326864,0,0,0,0,0.017666667,0,1.06466336
Apr 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028854728,0,0.024865043,0,0,0,0,0.043632083,0.090064085,0,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.012988517,0,0.024865043,0,0,0,0,0.019599438,0.040521061,0,0.024954165,0.010125,0.001791667,0.0035,0,0.024032644,0,0,0,0.001166667,0.001166667,0,0,0,0.065409236,0,0,0,0,0.017666667,0,1.71908771
May 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028891066,0.000682927,0.024865043,0,0,0,0,0.04368703,0.090177507,3.95069e-06,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.013004874,0.000262957,0.024865043,0,0,0,0,0.019624121,0.040572091,2.08641e-06,0.024954165,0.010125,0.001791667,0.0035,0,0.02406291,0,0.000421835,0,0.001166667,0.001166667,0,0,0,0.065491609,0,0,0,0,0.017666667,0,2.721223175
Jun 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028927492,31.14565183,0.024865043,0,0,0,0,0.043742111,0.090291203,0.180175537,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.01302127,11.9924352,0.024865043,0,0,0,0,0.019648863,0.040623244,0.095152884,0.024954165,0.010125,0.001791667,0.0035,0,0.024093248,0,19.23823929,0,0.001166667,0.001166667,0,0,0,0.065574181,0,0,0,0,0.017666667,0,5.288206208
Jul 1975,Rio_Arriba,Historical,Historical,Historical,0,0.028963918,20.3209771,0.024865043,0,0,0,0,0.043797192,0.090404899,0.117555509,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.013037667,7.824463019,0.024865043,0,0,0,0,0.019673605,0.040674398,0.062082489,0.024954165,0.010125,0.001791667,0.0035,0,0.024123587,0,12.5519871,0,0.001166667,0.001166667,0,0,0,0.065656753,0,0,0,0,0.017666667,0,4.226231186
Aug 1975,Rio_Arriba,Historical,Historical,Historical,0,0.029000432,23.36649112,0.024865043,0,0,0,0,0.043852406,0.09051887,0.135173606,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.013054103,8.997118828,0.024865043,0,0,0,0,0.019698407,0.040725675,0.07138682,0.024954165,0.010125,0.001791667,0.0035,0,0.024153999,0,14.43315908,0,0.001166667,0.001166667,0,0,0,0.065739525,0,0,0,0,0.017666667,0,3.794537793
Sep 1975,Rio_Arriba,Historical,Historical,Historical,0,0.029036946,5.095902875,0.024865043,0,0,0,0,0.04390762,0.09063284,0.029479461,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.013070539,1.962145,0.024865043,0,0,0,0,0.019723209,0.040776952,0.015568461,0.024954165,0.010125,0.001791667,0.0035,0,0.024184411,0,3.147668876,0,0.001166667,0.001166667,0,0,0,0.065822296,0,0,0,0,0.017666667,0,2.533697567
Oct 1975,Rio_Arriba,Historical,Historical,Historical,0,0.029073548,0,0.024865043,0,0,0,0,0.043962966,0.090747086,0,0.024954165,0.011291667,0.002958333,0.021166667,0,0,0.013087015,0,0.024865043,0,0,0,0,0.01974807,0.040828352,0,0.024954165,0.010125,0.001791667,0.0035,0,0.024214896,0,0,0,0.001166667,0.001166667,0,0,0,0.065905267,0,0,0,0,0.017666667,0,2.359658366
