Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,Valencia,Historical,Historical,Historical,0,0,0,0.040877801,0,0,0,0,0.401207427,0.152817823,0,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,0,0.040877801,0,0,0,0,0.180539877,0.068750694,0,0.040877801,0.0025,0.0025,0.216833333,0,0.22066755,0,0,0,0.001666667,0.001666667,0,0,0,0.084067129,0,0,0,0,0.02825,0,0
Feb 1975,Valencia,Historical,Historical,Historical,0,0,0,0.040877801,0,0,0,0,0.402577623,0.153339723,0,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,0,0.040877801,0,0,0,0,0.181156453,0.06898549,0,0.040877801,0.0025,0.0025,0.216833333,0,0.22142117,0,0,0,0.001666667,0.001666667,0,0,0,0.084354233,0,0,0,0,0.02825,0,0
Mar 1975,Valencia,Historical,Historical,Historical,0,0,0,0.040877801,0,0,0,0,0.403952423,0.153863377,0,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,0,0.040877801,0,0,0,0,0.181775101,0.069221075,0,0.040877801,0.0025,0.0025,0.216833333,0,0.222177321,0,0,0,0.001666667,0.001666667,0,0,0,0.084642302,0,0,0,0,0.02825,0,0
Apr 1975,Valencia,Historical,Historical,Historical,0,0,0.086850023,0.040877801,0,0,0,0,0.405331827,0.154388785,0.001543081,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,0.023968348,0.040877801,0,0,0,0,0.182395821,0.069457449,0.000905013,0.040877801,0.0025,0.0025,0.216833333,0,0.222936006,0,0.063519743,0,0.001666667,0.001666667,0,0,0,0.084931336,0,0,0,0,0.02825,0,0
May 1975,Valencia,Historical,Historical,Historical,0,0,40.51755515,0.040877801,0,0,0,0,0.406715836,0.154915947,0.71988299,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,11.18179165,0.040877801,0,0,0,0,0.183018614,0.069694612,0.42220951,0.040877801,0.0025,0.0025,0.216833333,0,0.223697223,0,29.63343699,0,0.001666667,0.001666667,0,0,0,0.085221335,0,0,0,0,0.02825,0,0
Jun 1975,Valencia,Historical,Historical,Historical,0,0,50.81366285,0.040877801,0,0,0,0,0.40810445,0.155444863,0.902815864,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,14.02324964,0.040877801,0,0,0,0,0.183643478,0.069932564,0.529499167,0.040877801,0.0025,0.0025,0.216833333,0,0.224460972,0,37.16372991,0,0.001666667,0.001666667,0,0,0,0.085512299,0,0,0,0,0.02825,0,0
Jul 1975,Valencia,Historical,Historical,Historical,0,0,40.85851987,0.040877801,0,0,0,0,0.409498326,0.155975783,0.725940974,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,11.27588904,0.040877801,0,0,0,0,0.18427071,0.070171418,0.425762502,0.040877801,0.0025,0.0025,0.216833333,0,0.225227616,0,29.8828093,0,0.001666667,0.001666667,0,0,0,0.085804365,0,0,0,0,0.02825,0,0
Aug 1975,Valencia,Historical,Historical,Historical,0,0,38.08395374,0.040877801,0,0,0,0,0.410896807,0.156508457,0.676644738,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,10.51018094,0.040877801,0,0,0,0,0.184900014,0.070411061,0.396850387,0.040877801,0.0025,0.0025,0.216833333,0,0.225996793,0,27.85356715,0,0.001666667,0.001666667,0,0,0,0.086097396,0,0,0,0,0.02825,0,0
Sep 1975,Valencia,Historical,Historical,Historical,0,0,15.06676751,0.040877801,0,0,0,0,0.412299893,0.157042885,0.26769408,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,4.158036054,0.040877801,0,0,0,0,0.185531391,0.070651493,0.157001885,0.040877801,0.0025,0.0025,0.216833333,0,0.226768502,0,11.01942365,0,0.001666667,0.001666667,0,0,0,0.086391392,0,0,0,0,0.02825,0,0
Oct 1975,Valencia,Historical,Historical,Historical,0,0,4.094322511,0.040877801,0,0,0,0,0.413707583,0.157579067,0.072744595,0.040877801,0.004166667,0.004166667,0.245083333,0,0,0,1.129926549,0.040877801,0,0,0,0,0.186164839,0.070892714,0.042664517,0.040877801,0.0025,0.0025,0.216833333,0,0.227542744,0,2.99447604,0,0.001666667,0.001666667,0,0,0,0.086686353,0,0,0,0,0.02825,0,0
