Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,De_Baca,Historical,Historical,Historical,0,0,0,0.020099866,0,0,0,0,0,0.02844565,0,0.020099866,0.000125,0.000125,0.000833333,0,0,0,0,0.020099866,0,0,0,0,0,0.014265281,0,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,0,0,4.16667e-05,4.16667e-05,0,0,0,0.014180369,0,0,0,0,0.000666667,0,0.595642876
Feb 1975,De_Baca,Historical,Historical,Historical,0,0,0,0.020099866,0,0,0,0,0,0.028437118,0,0.020099866,0.000125,0.000125,0.000833333,0,0,0,0,0.020099866,0,0,0,0,0,0.014261002,0,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,0,0,4.16667e-05,4.16667e-05,0,0,0,0.014176116,0,0,0,0,0.000666667,0,0.793677401
Mar 1975,De_Baca,Historical,Historical,Historical,0,0,0,0.020099866,0,0,0,0,0,0.028428586,0,0.020099866,0.000125,0.000125,0.000833333,0,0,0,0,0.020099866,0,0,0,0,0,0.014256724,0,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,0,0,4.16667e-05,4.16667e-05,0,0,0,0.014171862,0,0,0,0,0.000666667,0,1.531140002
Apr 1975,De_Baca,Historical,Historical,Historical,0,0,0.663419753,0.020099866,0,0,0,0,0,0.028420054,0.325542796,0.020099866,0.000125,0.000125,0.000833333,0,0,0,0.226553169,0.020099866,0,0,0,0,0,0.014252445,0.218996137,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,0.434730594,0,4.16667e-05,4.16667e-05,0,0,0,0.014167609,0.108682648,0,0,0,0.000666667,0,2.117238652
May 1975,De_Baca,Historical,Historical,Historical,0,0,6.324456325,0.020099866,0,0,0,0,0,0.028411522,3.103436682,0.020099866,0.000125,0.000125,0.000833333,0,0,0,2.159757257,0.020099866,0,0,0,0,0,0.014248166,2.087715203,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,4.144336437,0,4.16667e-05,4.16667e-05,0,0,0,0.014163356,1.036084109,0,0,0,0.000666667,0,2.817713724
Jun 1975,De_Baca,Historical,Historical,Historical,0,0,8.02665301,0.020099866,0,0,0,0,0,0.02840299,3.938711583,0.020099866,0.000125,0.000125,0.000833333,0,0,0,2.741045427,0.020099866,0,0,0,0,0,0.014243888,2.649613605,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,5.259764449,0,4.16667e-05,4.16667e-05,0,0,0,0.014159102,1.314941112,0,0,0,0.000666667,0,2.666752833
Jul 1975,De_Baca,Historical,Historical,Historical,0,0,4.156183253,0.020099866,0,0,0,0,0,0.028394458,2.039456184,0.020099866,0.000125,0.000125,0.000833333,0,0,0,1.419307286,0.020099866,0,0,0,0,0,0.014239609,1.37196409,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,2.723494449,0,4.16667e-05,4.16667e-05,0,0,0,0.014154849,0.680873612,0,0,0,0.000666667,0,0.677304057
Aug 1975,De_Baca,Historical,Historical,Historical,0,0,6.825416518,0.020099866,0,0,0,0,0,0.028385926,3.349259904,0.020099866,0.000125,0.000125,0.000833333,0,0,0,2.330831632,0.020099866,0,0,0,0,0,0.01423533,2.253083127,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,4.472609331,0,4.16667e-05,4.16667e-05,0,0,0,0.014150596,1.118152333,0,0,0,0.000666667,0,0.87861246
Sep 1975,De_Baca,Historical,Historical,Historical,0,0,3.369896467,0.020099866,0,0,0,0,0,0.028377394,1.65362203,0.020099866,0.000125,0.000125,0.000833333,0,0,0,1.150795891,0.020099866,0,0,0,0,0,0.014231051,1.112409309,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,2.208250638,0,4.16667e-05,4.16667e-05,0,0,0,0.014146343,0.55206266,0,0,0,0.000666667,0,0.749670757
Oct 1975,De_Baca,Historical,Historical,Historical,0,0,2.439375008,0.020099866,0,0,0,0,0,0.028368862,1.19701133,0.020099866,0.000125,0.000125,0.000833333,0,0,0,0.833029371,0.020099866,0,0,0,0,0,0.014226773,0.805242384,0.020099866,8.33333e-05,8.33333e-05,0.000166667,0,0,0,1.598491666,0,4.16667e-05,4.16667e-05,0,0,0,0.014142089,0.399622917,0,0,0,0.000666667,0,0.66679423
