Date,County,Climate_Model,Population_Growth_Rate,Water_Use_Efficiency,SW_W_Public_Water_Supply,SW_W_Domestic,SW_W_Irrigated_Agriculture,SW_W_Livestock,SW_W_Commercial,SW_W_Industrial,SW_W_Mining,SW_W_Power,GW_W_Public_Water_Supply,GW_W_Domestic,GW_W_Irrigated_Agriculture,GW_W_Livestock,GW_W_Commercial,GW_W_Industrial,GW_W_Mining,GW_W_Power,SW_D_Public_Water_Supply,SW_D_Domestic,SW_D_Irrigated_Agriculture,SW_D_Livestock,SW_D_Commercial,SW_D_Industrial,SW_D_Mining,SW_D_Power,GW_D_Public_Water_Supply,GW_D_Domestic,GW_D_Irrigated_Agriculture,GW_D_Livestock,GW_D_Commercial,GW_D_Industrial,GW_D_Mining,GW_D_Power,SW_R_Public_Water_Supply,SW_R_Domestic,SW_R_Irrigated_Agriculture,SW_R_Livestock,SW_R_Commercial,SW_R_Industrial,SW_R_Mining,SW_R_Power,GW_R_Public_Water_Supply,GW_R_Domestic,GW_R_Irrigated_Agriculture,GW_R_Livestock,GW_R_Commercial,GW_R_Industrial,GW_R_Mining,GW_R_Power,Reservoir_Evaporation
Jan 1975,Chaves,Historical,Historical,Historical,0,0,0,0.088438664,0,0,0,0,0.904438705,0.14552947,0,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,0,0.088438664,0,0,0,0,0.452219353,0.072764735,0,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.452219353,0,0,0,0.00625,0.00625,0,0.011833333,0,0.072764735,0,0,0,0,0.06375,0,0
Feb 1975,Chaves,Historical,Historical,Historical,0,0,0,0.088438664,0,0,0,0,0.905680531,0.145729287,0,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,0,0.088438664,0,0,0,0,0.452840266,0.072864643,0,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.452840266,0,0,0,0.00625,0.00625,0,0.011833333,0,0.072864643,0,0,0,0,0.06375,0,0
Mar 1975,Chaves,Historical,Historical,Historical,0,0,0.000316893,0.088438664,0,0,0,0,0.906923953,0.145929361,0.001684408,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,0.000178831,0.088438664,0,0,0,0,0.453461977,0.07296468,0.001149046,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.453461977,0,0,0,0.00625,0.00625,0,0.011833333,0,0.07296468,0.000673424,0,0,0,0.06375,0,0
Apr 1975,Chaves,Historical,Historical,Historical,0,0,6.344781976,0.088438664,0,0,0,0,0.908168972,0.146129692,33.72497898,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,3.580531299,0.088438664,0,0,0,0,0.454084486,0.073064846,23.00602787,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.454084486,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073064846,13.48320179,0,0,0,0.06375,0,0
May 1975,Chaves,Historical,Historical,Historical,0,0,7.483867165,0.088438664,0,0,0,0,0.909415586,0.146330279,39.7796589,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,4.22334774,0.088438664,0,0,0,0,0.454707793,0.07316514,27.13632355,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.454707793,0,0,0,0.00625,0.00625,0,0.011833333,0,0.07316514,15.90385477,0,0,0,0.06375,0,0
Jun 1975,Chaves,Historical,Historical,Historical,0,0,9.592742484,0.088438664,0,0,0,0,0.910663797,0.146531123,50.9891498,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,5.413442864,0.088438664,0,0,0,0,0.455331898,0.073265562,34.78305508,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.455331898,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073265562,20.38539434,0,0,0,0.06375,0,0
Jul 1975,Chaves,Historical,Historical,Historical,0,0,4.636523676,0.088438664,0,0,0,0,0.911913603,0.146732225,24.64492304,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,2.616515147,0.088438664,0,0,0,0,0.455956802,0.073366112,16.81192408,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.455956802,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073366112,9.853007486,0,0,0,0.06375,0,0
Aug 1975,Chaves,Historical,Historical,Historical,0,0,8.233660485,0.088438664,0,0,0,0,0.913165006,0.146933583,43.76510143,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,4.646476299,0.088438664,0,0,0,0,0.456582503,0.073466791,29.85505622,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.456582503,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073466791,17.4972294,0,0,0,0.06375,0,0
Sep 1975,Chaves,Historical,Historical,Historical,0,0,4.040026768,0.088438664,0,0,0,0,0.914419602,0.147135454,21.47431044,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,2.279895881,0.088438664,0,0,0,0,0.457209801,0.073567727,14.64904054,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.457209801,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073567727,8.58540078,0,0,0,0.06375,0,0
Oct 1975,Chaves,Historical,Historical,Historical,0,0,3.96978197,0.088438664,0,0,0,0,0.915675793,0.147337583,21.10093207,0.088438664,0.015666667,0.015666667,0.074416667,0.040916667,0,0,2.24025485,0.088438664,0,0,0,0,0.457837897,0.073668791,14.39433459,0.088438664,0.009416667,0.009416667,0.010666667,0.029083333,0.457837897,0,0,0,0.00625,0.00625,0,0.011833333,0,0.073668791,8.436124606,0,0,0,0.06375,0,0
