Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Grant,Historic,Historic,Historic,318.95,1.912447655,1.829004388,10.62974599,0.811790029,0.096843093,1.276892348,0.7067914,4.368076131,0,-7.666666667,0,312.6694762,0.063425783,1.285047885,0,314.0179499,0,0,0,0
Feb 1975,Grant,Historic,Historic,Historic,152.416,13.49261259,3.765210203,24.0917449,0.811790029,0.096979237,1.277324597,0.70687138,9.636096697,0,-7.639178412,0,129.2872907,0.090445515,1.285264009,0,130.6630002,0,-3.868691485,0,-3.868691485
Mar 1975,Grant,Historic,Historic,Historic,293.965,15.03560985,5.971133162,27.77329966,0.811790029,0.097115707,1.277757879,0.706951552,10.34718728,0,-7.655590329,0,268.5822029,0.174359361,1.28548065,0,270.0420429,0,-2.442226416,0,1.426465069
Apr 1975,Grant,Historic,Historic,Historic,102.988,15.8822987,6.411623184,29.03823815,0.811790029,0.097252176,1.278191162,0.707031723,10.74346338,0,-7.677928001,0,76.36223793,0.219073882,1.285697291,0,77.8670091,0,-0.321435791,0,2.120790625
May 1975,Grant,Historic,Historic,Historic,22.979,3.978660387,2.887447117,13.39109779,2.035069364,1.111956001,1.876690378,0.960753844,6.24486665,0,-7.703567973,0,12.75547296,0.255464325,1.839049898,0.917770518,15.7677577,0,2.172940145,0,2.494375936
Jun 1975,Grant,Historic,Historic,Historic,0,0,1.167101838,4.389830237,7.297475075,5.47664272,4.44993151,2.051971798,4.898010851,0,-6.470878342,0,-4.898010851,1.427317589,4.218792067,2.50050643,3.248605236,0,-1.11946823,0,-3.292408375
Jul 1975,Grant,Historic,Historic,Historic,681.823,0.667233687,1.044048675,7.772508704,4.722917,3.341485257,3.191657771,1.518228706,5.990648996,0,-7.640161867,0,675.1651173,0.197503782,3.054860808,2.202476623,680.6199585,0,-7.590801865,0,-6.471333635
Aug 1975,Grant,Historic,Historic,Historic,315.522,0,0.936573076,5.898528479,5.683488473,4.138304311,3.661720402,1.717479854,5.225165346,0,-7.137773523,0,310.2968347,0.630633958,3.489424711,2.184691426,316.6015847,0,-13.11622042,0,-5.525418555
Sep 1975,Grant,Historic,Historic,Historic,1130.84,71.3605238,13.11378234,90.90908123,1.67354682,0.8126645,1.701684404,0.886116285,37.57839252,0,-7.569289475,0,1021.901084,0.27363207,1.676450438,1.586397669,1025.437564,0,-19.15776058,0,-6.04154016
Oct 1975,Grant,Historic,Historic,Historic,132.861,1.514418695,0.807026595,9.219626778,1.247628033,0.459552491,1.493888863,0.797884776,4.763829108,0,-7.805333877,0,126.5827522,0.119076847,1.484079629,0.514021935,128.6999306,0,8.449376684,0,27.607137264
Nov 1975,Grant,Historic,Historic,Historic,211.227,0,1.000018865,7.106627548,0.811790029,0.098213977,1.281244821,0.707596752,3.143621686,0,-7.335383627,0,208.0833783,0.515198892,1.287224121,0,209.8858013,0,4.197845894,0,-4.25153079
Dec 1975,Grant,Historic,Historic,Historic,194.862,0.514960799,0.957684354,8.446748709,0.811790029,0.098352075,1.281683274,0.70767788,3.763882735,0,-7.739168006,0,190.5831565,0.051626496,1.287443348,0,191.9222263,0,-0.567564116,0,-4.76541001
Jan 1976,Grant,Historic,Historic,Historic,104.425,0,1.070437773,7.407397232,0.856687101,0.095990499,1.53100331,0.888175867,3.26311192,0,-7.431296,0,101.1618881,0.33363994,1.403524045,0,102.8990521,0,-5.116854781,0,-4.549290665
Feb 1976,Grant,Historic,Historic,Historic,266.496,19.23589379,6.650151951,32.67886846,0.856687101,0.096128923,1.531442797,0.888257187,12.26906409,0,-7.669948517,0,234.9910421,0.116567619,1.403743788,0,236.5113535,0,-9.927866304,0,-4.811011523
Mar 1976,Grant,Historic,Historic,Historic,90.06589844,2.139380683,2.000773426,10.94761081,0.856687101,0.096267673,1.531883318,0.888338698,4.490543225,0,-7.708301829,0,83.43597453,0.140425699,1.403964049,0,84.98036428,0,-5.971936341,0,3.955929963
Apr 1976,Grant,Historic,Historic,Historic,80.66789844,2.596837381,2.210254883,11.54261807,0.856687101,0.096406748,1.532324873,0.8884204,4.787254032,0,-7.681834133,0,73.28380702,0.186027979,1.404184826,0.100179822,74.97419965,0,-9.833239565,0,-3.861303224
May 1976,Grant,Historic,Historic,Historic,156.44,0.597872492,1.827085181,7.762063297,7.082149149,4.977772059,3.748480553,2.108808662,5.786356695,0,-7.657004196,0,150.0557708,0.215521482,3.744048982,2.022132925,156.0374742,0,-13.47190396,0,-3.638664395
Jun 1976,Grant,Historic,Historic,Historic,48.342,0,0.712953459,2.45622906,8.735499972,6.274261731,4.337369871,2.432978123,4.511170032,0,-6.000647022,0,43.83082997,1.79613318,4.365629989,2.515344578,52.50793772,0,-19.00435628,0,-5.53245232
Jul 1976,Grant,Historic,Historic,Historic,683.046,0,0.863163404,4.715211757,5.651762878,3.856521741,3.240275707,1.828590279,4.853725281,0,-6.700689255,0,678.1922747,1.053399766,3.206926564,2.197912114,684.6505132,0,-24.9135696,0,-5.90921332
