Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Guadalupe,Historic,Historic,Historic,88.93260156,2.305378624,2.300687923,5.694287535,0.028005064,8.33333e-05,0.090884901,0.031314919,0.916619957,0,-1.166666667,0,85.71060298,0.050523949,0.087491713,0,85.84861864,0,0,0,0
Feb 1975,Guadalupe,Historic,Historic,Historic,121.558,2.206372386,2.100783309,5.382210748,0.028005064,8.33333e-05,0.090833068,0.031289002,0.889932207,0,-1.164582944,0,118.4616954,0.061606162,0.087465796,0,118.6107674,0,-0.309616692,0,-0.309616692
Mar 1975,Guadalupe,Historic,Historic,Historic,84.09379688,0,5.094592885,5.333476595,0.028005064,8.33333e-05,0.090781235,0.031263086,0.100273473,0,-0.771050292,0,83.9935234,0.504244851,0.08743988,0,84.58520813,0,-0.643811495,0,-0.334194803
Apr 1975,Guadalupe,Historic,Historic,Historic,108.937,0,9.840542604,9.673955425,0.028005064,8.33333e-05,0.090729402,0.031237169,0.164225369,0,-0.60819098,0,108.7727746,0.746856428,0.087413963,0.147595548,109.7546406,0,-1.374106464,0,-0.730294969
May 1975,Guadalupe,Historic,Historic,Historic,90.0375,0,20.54555367,14.64355035,2.365299003,1.367799681,0.278746851,0.031211253,2.605745241,0,1.707770743,0,87.43175476,3.196733257,1.245034921,2.605745241,94.47926818,0,-2.025159856,0,-0.651053392
Jun 1975,Guadalupe,Historic,Historic,Historic,79.22360156,0,16.78187335,12.10335178,3.05853824,1.773463095,0.334476195,0.031185336,3.133414062,0,0.937326689,0,76.0901875,2.456119741,1.588366004,3.133414062,83.26808731,0,-0.564924711,0,1.460235145
Jul 1975,Guadalupe,Historic,Historic,Historic,417.703,0.708800517,10.89956109,11.56322292,2.070849303,1.195496291,0.254950425,0.031159419,3.333255624,0,-1.124362129,0,413.6609439,0.294147812,1.099144017,2.849300685,417.9035364,0,0.069111119,0,0.63403583
Aug 1975,Guadalupe,Historic,Historic,Historic,196.234,3.72475227,1.40528184,5.001453763,2.566523964,1.485550668,0.294782826,0.031133503,4.1290315,0,-1.118672864,0,188.3802162,0.166279915,1.344622619,2.850367265,192.741486,0,-0.795087077,0,-0.864198196
Sep 1975,Guadalupe,Historic,Historic,Historic,420.281,3.008446615,7.461320725,10.94517425,1.111385574,0.634046058,0.177643951,0.031107586,3.095420507,0,-1.119606177,0,414.1771329,0.166859752,0.62387588,2.005614569,416.9734831,0,-0.898745029,0,-0.103657952
Oct 1975,Guadalupe,Historic,Historic,Historic,0,2.805924217,1.291764577,4.970746449,0.315273728,0.16818459,0.113533344,0.03108167,1.587604874,0,-1.118965671,0,-4.393529091,0.098818878,0.229540813,0.551433943,-3.513735457,0,-1.075081634,0,-0.176336605
