Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Luna,Historic,Historic,Historic,140.811,0,1.799474018,0,0.019369637,0.114956761,0.434221065,0.109511806,0,0,0.064677758,0,140.811,1.830383385,0.229122134,0,142.8705055,0,0,0,0
Feb 1975,Luna,Historic,Historic,Historic,68.54770313,0,2.176181673,0,0.019369637,0.115225596,0.43484771,0.109556293,0,0,0.119978343,0,68.54770313,2.152059289,0.229435457,0,70.92919787,0,-0.260031501,0,-0.260031501
Mar 1975,Luna,Historic,Historic,Historic,83.29270313,0,2.08855073,0,0.019369637,0.11549512,0.435475961,0.109600895,5.98096e-05,0,0.099276082,0,83.29264332,2.085400131,0.229749582,5.98096e-05,85.60785284,0,-0.465344574,0,-0.205313073
Apr 1975,Luna,Historic,Historic,Historic,12.1722002,0,1.6366305,0,2.223249804,10.86982948,29.55916407,2.798161646,0.005904101,0,1.310834686,0,12.16629609,8.972375486,18.11442275,0.005904101,39.25899843,0,-0.691943558,0,-0.226598984
May 1975,Luna,Historic,Historic,Historic,1.778390015,0,0.97574691,0,2.83200643,13.84059211,37.60417788,3.540829408,0.007835589,0,1.563710932,0,1.770554425,10.42062166,23.05476279,0.007835589,35.25377446,0,-26.14211129,0,-25.450167732
Jun 1975,Luna,Historic,Historic,Historic,0,0,0.465115644,0,3.470209013,16.95504006,46.03830532,4.31941844,0.009627254,0,1.864939436,0,-0.009627254,12.08500725,28.23405583,0.009627254,40.31906309,0,-58.64174883,0,-32.49963754
Jul 1975,Luna,Historic,Historic,Historic,333.177,0,0.732856976,0,2.346140932,11.47030439,31.18500162,2.94821151,0.00835846,0,1.254627001,0,333.1686415,8.602393431,19.11262666,0.00835846,360.8920201,0,-98.49569627,0,-39.85394744
Aug 1975,Luna,Historic,Historic,Historic,187.423,0,2.531471502,0,2.69172788,13.15690507,35.75237841,3.36983861,0.008159666,0,1.731466089,0,187.4148403,11.26518261,21.9173626,0.008159666,220.6055452,0,-125.4778594,0,-26.98216313
Sep 1975,Luna,Historic,Historic,Historic,477.596,0,1.221717522,0,1.267965356,6.209780349,16.93878149,1.6330343,0.006019561,0,0.695645847,0,477.5899804,5.467886668,10.3639322,0.006019561,493.4278189,0,-156.1289331,0,-30.6510737
Oct 1975,Luna,Historic,Historic,Historic,108.395,0,0.851883721,0,1.256753835,6.155346907,16.79126694,1.619402752,0.004059666,0,0.65271423,0,108.3909403,5.097762563,10.27327112,0.004059666,123.7660337,0,-170.7390344,0,-14.6101013
