Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Sierra,Historic,Historic,Historic,211.795,1.351115203,30.16609756,5.913844829,27.61677888,0.054610756,0.160363319,-1.28410947,1.685610947,0,-2,0,208.7582739,0.04119981,2.386640915,0,211.1861146,441.59,0,0,0
Feb 1975,Sierra,Historic,Historic,Historic,135.927,0,46.04945571,1.279151548,42.43512631,0.054684199,0.160530548,-1.282297895,0,0,-1.261929644,0,135.927,3.651791697,4.333270557,0,143.9120623,468.21,-1.758861842,26.62,-1.758861842
Mar 1975,Sierra,Historic,Historic,Historic,141.77,0,48.76551763,70.38308283,5.773623952,32.93736754,0.160697777,-1.280032228,0.000567604,0,-0.727104649,0,141.7694324,6.273283045,8.206986416,0.000567604,156.2502695,507.7,-4.463619929,39.49,-2.704758087
Apr 1975,Sierra,Historic,Historic,Historic,13.6757002,0,70.43464553,70.8590462,35.72430836,48.8412781,2.239226198,-0.852517509,0.826748734,0,0.433341475,0,12.84895146,12.25922759,13.66477397,0.826748734,39.59970176,473.77,-6.631454585,-33.93,-2.167834656
May 1975,Sierra,Historic,Historic,Historic,43.96230078,0,199.6290158,79.36689137,94.69241278,2.157375453,2.702226853,-0.760746505,1.103663881,0,2.909841237,0,42.8586369,24.81724587,16.57801069,1.103663881,85.35755734,450.08,-9.289856817,-23.69,-2.658402232
Jun 1975,Sierra,Historic,Historic,Historic,5.487629883,0,157.7064951,99.71432529,49.19140303,4.907926856,3.367706092,-0.618587526,1.38621262,0,0.524981538,0,4.101417263,13.18371215,21.55976979,1.38621262,40.23111182,529.5,-9.842988938,79.42,-0.553132120999999
Jul 1975,Sierra,Historic,Historic,Historic,646.921,0,128.708555,90.07606712,29.02806607,1.506916435,1.916193754,-0.916705135,1.200534707,0,0.152086235,0,645.7204653,10.95925199,15.45404853,1.200534707,673.3343005,556.21,-13.30430102,26.71,-3.461312082
Aug 1975,Sierra,Historic,Historic,Historic,320.486,0,18.87501822,103.5815276,2.727608868,88.9553169,2.475763048,-0.800304306,1.177044453,0,-1.388057716,0,319.3089555,2.909256321,16.27835932,1.177044453,339.6736156,571.11,-15.98511367,14.9,-2.68081265
Sep 1975,Sierra,Historic,Historic,Historic,1234.93,32.10733423,78.63906406,47.2631623,65.06900164,0.250316046,0.397536072,-1.234557759,17.9354475,0,-1.880713425,0,1184.887218,0.545263821,7.680779421,0.839459526,1193.952721,471.88,-20.64923874,-99.23,-4.66412507
Oct 1975,Sierra,Historic,Historic,Historic,72.92670313,0.05310276,9.690076765,0.197524797,12.09883455,0.745853523,0.996556687,-1.107416734,1.487831419,0,-2.006513324,0,71.38576895,0.199187021,9.616954452,0.451844529,81.65375495,530.65,-7.06605803,58.77,13.58318071
