Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Eddy,Historic,Historic,Historic,87.81510156,7.436995963,4.052233112,8.359701579,5.177425905,1.6187838,3.198582925,4.604363331,1.334480342,0,-0.75,0,79.04362526,0.32088539,2.188455985,0,81.55296663,37.53774,0,0,0
Feb 1975,Eddy,Historic,Historic,Historic,276.431,3.724868246,4.197996893,6.714653194,3.230382279,1.619414166,3.199937944,4.584933478,0.730197443,0,-0.75487067,0,271.9759343,0.352114502,2.307471196,0,274.63552,37.50214571,1.990260748,-0.0355942899999988,1.990260748
Mar 1975,Eddy,Historic,Historic,Historic,50.16360156,0,2.370297565,5.059490586,1.17391393,10.61413152,3.202790908,3.786044851,0.529217952,0,2.734522409,0,49.63438361,4.016502161,2.805508896,0.529217952,56.98561262,35.4206471,3.350583056,-2.08149861,1.360322308
Apr 1975,Eddy,Historic,Historic,Historic,37.92160156,4.15473532,1.970488338,3.130649044,17.31377213,14.21022713,21.95339004,11.97475267,11.36269342,0,-0.748455648,0,22.40417282,0.639485257,23.75088066,10.56347329,57.35801203,22.59166667,6.668359408,-12.82898043,3.317776352
May 1975,Eddy,Historic,Historic,Historic,202.195,15.69612778,0.870418007,3.042000866,19.48312931,5.90992012,23.51900946,12.18077109,16.10024572,0,-0.748865816,0,170.3986265,0.700201544,25.24381595,13.41971176,209.7623558,11.92296839,-3.25951349,-10.66869828,-9.927872898
Jun 1975,Eddy,Historic,Historic,Historic,173.257,15.22228964,33.49711183,2.303662694,53.32640221,7.081647751,29.06780224,24.57775245,18.88118007,0,-0.764953599,0,139.1535303,0.935937915,31.58359554,16.27525943,187.9483232,11.5906,-12.66608372,-0.332368389999999,-9.40657023
Jul 1975,Eddy,Historic,Historic,Historic,924.291,0,20.00831002,4.099234494,11.75677804,3.986886822,14.40638312,13.22379389,13.1330246,0,3.217412866,0,911.1579754,4.921771442,15.80789981,13.1330246,945.0206712,30.74180871,-15.31516647,19.15120871,-2.64908275
Aug 1975,Eddy,Historic,Historic,Historic,220.628,5.348655161,1.261302921,2.004995682,20.88399624,16.14525489,25.96659397,13.27082388,14.63778722,0,-0.774169604,0,200.6415576,0.640390653,28.44253413,13.63976678,243.3642492,23.88638935,-13.28034283,-6.85541936,2.03482364
Sep 1975,Eddy,Historic,Historic,Historic,558.517,0.907179143,1.357090549,2.439907208,11.35371356,11.28747448,14.59922712,7.548322674,10.44492825,0,-0.776236441,0,547.1648926,0.53435985,14.92628432,10.17053151,572.7960683,12.87836667,-25.75226209,-11.00802268,-12.47191926
Oct 1975,Eddy,Historic,Historic,Historic,28.9255,10.12025611,1.248808883,2.028198896,15.29629771,5.565929728,18.55791383,9.597967985,9.630084751,0,-0.772273081,0,9.175159136,0.3827712,19.04420636,7.854602492,36.45673919,5.069225871,-33.30500624,-7.809140799,-7.55274415
Nov 1975,Eddy,Historic,Historic,Historic,36.24419922,2.756210864,2.440502162,3.404327979,3.91045528,1.625126744,3.212217549,2.656335643,0.57653583,0,-0.780818766,0,32.91145252,0.287875278,1.662350097,0,34.8616779,4.715333333,-41.2617429,-0.353892538,-7.95673666
Dec 1975,Eddy,Historic,Historic,Historic,87.11610156,3.489631485,2.391715917,3.789858306,4.225924703,1.625765528,3.213590661,2.772626238,0.695847769,0,-0.779373232,0,82.93062231,0.270703152,1.668865889,0,84.87019135,5.894193677,-42.02190774,1.178860344,-0.760164840000002
Jan 1976,Eddy,Historic,Historic,Historic,32.40890039,2.518222161,2.384576466,2.943833422,3.045870136,0.55198858,2.580342007,2.306620408,0.537434492,0,-0.778921963,0,29.35324374,0.244005613,1.701985852,0,31.2992352,7.266451387,-42.54639763,1.37225771,-0.524489889999998
Feb 1976,Eddy,Historic,Historic,Historic,42.9195,5.547686974,2.49107327,2.621963196,6.399558465,0.552629234,2.58171914,2.452190071,1.154471143,0,-0.777150584,0,36.21734188,0.347018401,1.864011248,0.123522621,38.55189415,8.33206869,-43.0616067,1.065617303,-0.515209069999997
Mar 1976,Eddy,Historic,Historic,Historic,31.62209961,0.86468405,22.78555627,1.515943322,26.27107055,3.859639698,18.11322933,16.1768188,8.293668662,0,-0.779491821,0,22.4637469,0.502357966,19.70715379,8.025667995,50.69892665,12.44451574,-42.93733783,4.11244705,0.124268870000002
Apr 1976,Eddy,Historic,Historic,Historic,163.224,4.176907463,2.452401246,1.167300156,15.5261953,9.836723621,20.02893081,10.75074483,11.81569209,0,-0.77547516,0,147.2314004,0.548012031,22.23911922,11.00845373,181.0269854,17.08520333,-45.38523952,4.64068759,-2.44790169
May 1976,Eddy,Historic,Historic,Historic,354.647,3.412988883,2.075795232,1.629579576,14.37561104,10.40818747,18.7945439,9.730581571,13.07915525,0,-0.775952147,0,338.1548559,0.667733114,20.58272734,12.39635787,371.8016742,9.813741774,-54.63166229,-7.271461556,-9.24642277
Jun 1976,Eddy,Historic,Historic,Historic,180.523,14.65889944,0.460494557,0.694311561,21.51598179,6.994544869,27.29975857,13.40186685,17.90248701,0,-0.775392125,0,147.9616135,0.679037646,29.95108381,15.38669749,193.9784325,2.262400333,-63.78877938,-7.551341441,-9.15711709
Jul 1976,Eddy,Historic,Historic,Historic,614.481,13.20374569,4.670390534,1.499284605,20.40528438,4.011620242,18.8205353,9.940621546,15.58877177,0,-0.790107038,0,585.6884825,0.771294526,20.24154515,13.30777378,620.009096,0.730645161,-75.94627369,-1.531755172,-12.15749431
Aug 1976,Eddy,Historic,Historic,Historic,156.599,0,24.83814828,1.02213133,26.71787541,5.556373549,26.07465203,21.17939041,13.79823948,0,0.561944289,0,142.8007605,2.092570802,28.72417472,13.79823948,187.4157455,5.762677903,-83.33529649,5.032032742,-7.38902280000001
Sep 1976,Eddy,Historic,Historic,Historic,784.507,5.212439021,3.682766549,2.350069122,9.201823967,2.379373695,11.15052549,6.993912635,10.72106922,0,-0.796615354,0,768.5734918,0.519301528,11.53110399,9.741593359,790.3654906,3.095266667,-87.66861382,-2.667411236,-4.33331733
