Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Socorro,Historic,Historic,Historic,225.001,2.572943832,26.75110517,30.16609756,0.026508354,0.099722913,0.252779582,0.01362445,1.049133367,0,-0.833333333,0,221.3789228,0.064499335,0.165940573,0,221.6093627,0,0,0,0
Feb 1975,Socorro,Historic,Historic,Historic,203.568,3.39589141,41.84061146,46.04945571,0.026508354,0.099925257,0.253230237,0.013647433,1.303155108,0,-0.835131667,0,198.8689535,0.095595723,0.166165901,0,199.1307151,0,-0.023355098,0,-0.023355098
Mar 1975,Socorro,Historic,Historic,Historic,244.138,2.489273693,45.60266811,48.76551763,0.026508354,0.100128322,0.253682495,0.013670498,1.025122727,0,-0.839046848,0,240.6236036,0.239090988,0.16639203,0,241.0290866,0,0.205085538,0,0.228440636
Apr 1975,Socorro,Historic,Historic,Historic,66.7975,0,80.33090393,70.43464553,0.026508354,0.100332106,0.254136358,0.013693644,0.020773791,0,0.451932744,0,66.77672621,9.518149411,0.166618962,0.020773791,76.48226837,0,0.151149419,0,-0.053936119
May 1975,Socorro,Historic,Historic,Historic,90.65129688,0,255.211273,199.6290158,11.7910511,8.056201269,4.686121333,2.002633135,11.46928198,0,5.790448831,0,79.1820149,46.05695851,6.418338031,11.46928198,143.1265934,0,0.362639449,0,0.21149003
Jun 1975,Socorro,Historic,Historic,Historic,19.60680078,0,211.9695325,157.7064951,15.09555417,10.29104601,5.931334752,2.561316424,14.40144999,0,5.467301068,0,5.205350791,43.99122811,8.174526482,14.40144999,71.77255537,0,3.469600082,0,3.106960633
Jul 1975,Socorro,Historic,Historic,Historic,1006.04,0,168.8725402,128.708555,9.922862532,6.793264695,3.983312968,1.686843196,13.01685578,0,3.923835101,0,993.0231442,33.1105523,5.426067608,13.01685578,1044.57662,0,5.566882821,0,2.097282739
Aug 1975,Socorro,Historic,Historic,Historic,551.903,0,41.52886239,18.87501822,11.03632736,7.546440415,4.403195946,1.875109131,12.46255602,0,1.698120238,0,539.440444,17.46583699,6.017973761,12.46255602,575.3868107,0,7.19424815,0,1.627365329
Sep 1975,Socorro,Historic,Historic,Historic,1372.01,0.758965123,78.98506209,78.63906406,3.523273954,2.466012106,1.573597333,0.604973959,9.36265611,0,-0.805922871,0,1361.888379,0.85362418,2.025885222,8.880670607,1373.648559,0,6.364281573,0,-0.829966577
Oct 1975,Socorro,Historic,Historic,Historic,22.04990039,1.089461385,8.304453017,9.690076765,0.86062861,0.665628276,0.571076466,0.154849907,2.541970623,0,-0.802994973,0,18.41846838,0.311832275,0.611226893,1.959094065,21.30062161,0,5.07172083,0,-1.292560743
