Date,County,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW
Jan 1975,Catron,Historic,Historic,Historic,525.703,0,0,3.610028599,0.025461323,0.000583333,0.039159387,0.006780331,2.015044407,0,-4.74771785,0,523.6879556,1.112811261,0.057257046,0,524.8580239,0,0,0,0
Feb 1975,Catron,Historic,Historic,Historic,370.458,1.152602911,0,6.688985169,0.025461323,0.000583333,0.039181027,0.006792279,3.696855315,0,-5.71887537,0,365.6085418,0.157615122,0.057266738,0,365.8234236,0,-2.765052499,0,-2.765052499
Mar 1975,Catron,Historic,Historic,Historic,511.883,15.99589188,0,21.36893191,0.025461323,0.000583333,0.039202667,0.006804228,11.67333985,0,-5.701765831,0,484.2137683,0.303847812,0.057276429,0,484.5748925,0,-4.819461302,0,-2.054408803
Apr 1975,Catron,Historic,Historic,Historic,219.551,15.35992713,0,20.70440645,0.025461323,0.000583333,0.039224723,0.006816406,11.35774712,0,-5.751126996,0,192.8333257,0.381769693,0.057286307,0,193.2723817,0,1.119714278,0,5.93917558
May 1975,Catron,Historic,Historic,Historic,114.815,2.821957746,0,8.146074634,0.050043954,0.021488215,0.04011168,0.006828585,4.78227664,0,-5.797858222,0,107.2107656,0.445185596,0.061838833,0.144815649,107.8626057,0,6.693926085,0,5.574211807
Jun 1975,Catron,Historic,Historic,Historic,9.02705957,0,0,2.987661715,4.168961256,3.524184213,0.185051192,0.006840763,3.542507226,0,-4.897085125,0,5.484552344,1.264646367,0.822987471,1.387503473,8.959689654,0,5.500245759,0,-1.193680326
Jul 1975,Catron,Historic,Historic,Historic,1267.14,0,0,3.919020946,2.30360716,1.937901254,0.119443775,0.006852941,3.739200749,0,-5.193768057,0,1263.400799,0.909041205,0.47829674,1.248848594,1266.036986,0,2.579953959,0,-2.9202918
Aug 1975,Catron,Historic,Historic,Historic,615.591,0,0,2.590929616,3.133727736,2.643829489,0.148672284,0.006865119,3.038582849,0,-4.546052182,0,612.5524172,1.465224319,0.631705412,1.230558887,615.8799058,0,-0.236052776,0,-2.816006735
Sep 1975,Catron,Historic,Historic,Historic,1874.07,24.74397956,0,29.87364238,0.474828543,0.382721805,0.055145265,0.006877298,17.26972647,0,-5.69861523,0,1832.056294,0.476845666,0.140374705,0.891610472,1833.565125,0,-3.115888161,0,-2.879835385
Oct 1975,Catron,Historic,Historic,Historic,125.658,0,0,1.922085934,0.025461323,0.000583333,0.039357061,0.006889476,1.233399987,0,-3.970828188,0,124.4246,2.023864264,0.057345575,0.074293237,126.5801031,0,7.515344638,0,10.631232799
Nov 1975,Catron,Historic,Historic,Historic,291.425,0,0,2.178028197,0.025461323,0.000583333,0.039379117,0.006901654,1.254281823,0,-4.040152136,0,290.1707182,1.837245949,0.057355453,0,292.0653196,0,4.671155615,0,-2.844189023
Dec 1975,Catron,Historic,Historic,Historic,294.715,0,0,2.460423532,0.025461323,0.000583333,0.039401173,0.006913833,1.385494494,0,-4.143364838,0,293.3295055,1.658063316,0.057365331,0,295.0449342,0,1.852807839,0,-2.818347776
Jan 1976,Catron,Historic,Historic,Historic,79.90010156,0,0,2.5866114,0.025168756,0.000666667,0.040263672,0.007009344,1.459429743,0,-4.193892456,0,78.44067182,1.582778967,0.057756417,0,80.0812072,0,-0.937549846,0,-2.790357685
Feb 1976,Catron,Historic,Historic,Historic,592.222,10.1914905,0,15.603187,0.025168756,0.000666667,0.040285728,0.007021523,8.51698437,0,-5.63933547,0,573.5135251,0.203136876,0.057766295,0,573.7744283,0,-3.705266886,0,-2.76771704
Mar 1976,Catron,Historic,Historic,Historic,288.292,0,0,4.783623755,0.025168756,0.000666667,0.040308201,0.007033931,2.718427419,0,-5.35761637,0,285.5735726,0.549490527,0.057776359,0,286.1808395,0,-0.860882191,0,2.844384695
Apr 1976,Catron,Historic,Historic,Historic,155.283,0,0,4.3144096,0.025168756,0.000666667,0.040330673,0.007046339,2.508744491,0,-5.150112209,0,152.7742555,0.81120052,0.057786423,0,153.6432425,0,-3.533345413,0,-2.672463222
May 1976,Catron,Historic,Historic,Historic,386.024,0,0,4.070638308,1.129306416,0.933842068,0.063412133,0.007058747,3.223906945,0,-5.125900928,0,382.8000931,0.859798272,0.251817734,0.726682163,384.6383912,0,-6.207997465,0,-2.674652052
Jun 1976,Catron,Historic,Historic,Historic,172.379,0,0,2.329245725,4.21641746,3.542951594,0.127906325,0.007071155,3.177674511,0,-4.44298898,0,169.2013255,1.440277389,0.794301036,1.40067971,172.8365836,0,-8.893026997,0,-2.685029532
Jul 1976,Catron,Historic,Historic,Historic,1242.86,0,0,2.93398789,2.459151022,2.057776446,0.091229765,0.007083563,3.220019578,0,-4.596738556,0,1239.63998,1.26137609,0.485520778,1.259777926,1242.646655,0,-11.67985635,0,-2.786829353
Aug 1976,Catron,Historic,Historic,Historic,886.914,0,0,2.32799824,3.228753621,2.708215463,0.107324741,0.007095971,2.865322956,0,-4.322089908,0,884.048677,1.47355351,0.620766928,1.183612499,887.32661,0,-14.40049945,0,-2.7206431
