Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Lower_Colorado,NCAR,Low,No Change,42.24,0.34,0,0.62,0.05,0.08,1.16,0.07,0.26,0,-0.33,0,41.64,0.07,1.06,0,42.77,0,-3904.3,0,0,High
Feb 2016,Lower_Colorado,NCAR,Low,No Change,795.21,8.18,0,18.27,0.05,0.08,1.16,0.07,5.89,0,-10.54,0,781.14,0.47,1.06,0,782.67,0,-3905.46,0,-1.15999999999985,High
Mar 2016,Lower_Colorado,NCAR,Low,No Change,252.96,1.8,0,4.17,0.08,0.08,1.42,0.19,1.32,0,-2.53,0,249.84,0.16,1.23,0.01,251.24,0,-3911.19,0,-5.73000000000002,High
Apr 2016,Lower_Colorado,NCAR,Low,No Change,125.49,0.85,0,0.91,1.32,0.59,8.16,3.27,0.67,0,-0.97,0,123.98,0.17,5.62,0.69,130.46,0,-3913.64,0,-2.44999999999982,High
May 2016,Lower_Colorado,NCAR,Low,No Change,19.86,0.11,0,0.14,0.51,0.35,9.75,3.58,0.13,0,-0.26,0,19.62,0.08,6.33,1.84,27.86,0,-3919.52,0,-5.88000000000011,High
Jun 2016,Lower_Colorado,NCAR,Low,No Change,394.62,4.32,0,7.04,3.89,2.2,10.72,4.71,3.44,0,-4.65,0,386.87,0.23,7.7,3.28,398.08,0,-3927.65,0,-8.13000000000011,High
Jul 2016,Lower_Colorado,NCAR,Low,No Change,1728.45,20.87,0,40.85,2.46,1.4,7.33,3.05,16.57,0,-21.94,0,1691.01,0.9,5.33,2.92,1700.17,0,-3938.16,0,-10.5099999999998,High
Aug 2016,Lower_Colorado,NCAR,Low,No Change,1419.43,16.4,0,31.69,2.5,1.43,7.25,3.03,13.16,0,-17.16,0,1389.86,0.8,5.29,2.53,1398.49,0,-3950.73,0,-12.5700000000002,High
Sep 2016,Lower_Colorado,NCAR,Low,No Change,3795.89,44.32,0,95.34,0.44,0.22,3.03,0.94,32.68,0,-53.08,0,3718.9,1.84,2.3,1.88,3724.91,0,-3961.49,0,-10.7599999999998,High
Oct 2016,Lower_Colorado,NCAR,Low,No Change,385.4,2.8,0,5.44,2.11,1.11,7.36,3.06,2.16,0,-3.81,0,380.43,0.18,5.29,0.82,386.73,0,-3985.85,0,-24.3600000000001,High
Nov 2016,Lower_Colorado,NCAR,Low,No Change,73.97,0.64,0,1.32,0.09,0.08,1.59,0.27,0.54,0,-0.8,0,72.78,0.11,1.34,0.02,74.25,0,-3992.62,0,-6.76999999999998,High
