Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Pecos,NCAR,No Change,No Change,29.65,0.49,0.29,1.19,1.74,3.16,6.17,1.21,0.4,0,-1.35,0,28.76,2.37,8.03,0.05,39.2,179.66,-14380.55,0,0,High
Feb 2016,Pecos,NCAR,No Change,No Change,1066.68,9.84,0.28,1.8,13.92,8.53,14.43,3.95,12.39,0,-0.34,0,1044.45,3.27,15.17,5.53,1068.41,175.16,-14386.5,-4.5,-5.95000000000073,High
Mar 2016,Pecos,NCAR,No Change,No Change,82.24,4.08,0.26,1.94,17.99,27.49,23.87,5.6,1.31,0,-1.57,0,76.85,13.47,23.58,9.24,123.14,175.86,-14390.46,0.700000000000017,-3.95999999999913,High
Apr 2016,Pecos,NCAR,No Change,No Change,758.72,8.07,0.33,20.7,25.07,34.01,67.83,22.62,9.74,0,-7.93,0,740.9,4.57,65.71,20.73,831.92,161.05,-14418.23,-14.81,-27.7700000000004,High
May 2016,Pecos,NCAR,No Change,No Change,1091.25,7.83,0.26,14.63,33.62,43.9,74.02,24.11,10.81,0,-4.2,0,1072.6,7.95,70.91,28.68,1180.13,131.6,-14482.36,-29.45,-64.130000000001,High
Jun 2016,Pecos,NCAR,No Change,No Change,2073.22,16.91,0.94,13.41,41.57,37.98,77.16,25.13,23.1,0,-6.38,0,2033.21,7.23,73.8,33.04,2147.28,100.32,-14554.34,-31.28,-71.9799999999996,High
Jul 2016,Pecos,NCAR,No Change,No Change,4352.95,47.39,0.64,25.56,39.84,11.88,59.74,19.31,51.68,0,-11.09,0,4253.88,5.6,57.86,30.74,4348.08,82.13,-14622.68,-18.19,-68.3400000000001,High
Aug 2016,Pecos,NCAR,No Change,No Change,4214.09,44.81,1.04,20.75,37.99,10.28,53.33,17.28,50.64,0,-9.45,0,4118.64,6.85,51.23,27.32,4204.05,92.67,-14653.28,10.54,-30.6000000000004,High
Sep 2016,Pecos,NCAR,No Change,No Change,5446.03,54.39,3.84,33.61,35.83,8.06,32.07,9.58,64.14,0,-9.96,0,5327.5,6.8,32.4,22.31,5389.01,105.19,-14675.46,12.52,-22.1799999999985,High
Oct 2016,Pecos,NCAR,No Change,No Change,111.82,1.49,1.33,30.39,24.24,52.73,69.21,22.23,1.62,0,-2.84,0,108.71,3.76,63.44,15.37,191.27,123.05,-14666.08,17.86,9.3799999999992,High
