Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Pecos,NCAR,Low,Low,29.65,0.49,0.29,1.26,1.73,3.25,6.81,1.2,0.4,0,-1.33,0,28.76,2.36,8.48,0.05,39.65,179.66,-14414.78,0,0,Low
Feb 2016,Pecos,NCAR,Low,Low,1066.68,9.82,0.28,1.59,14.04,8.48,11.76,3.26,12.39,0,-0.32,0,1044.46,3.27,13.32,5.53,1066.58,175.27,-14421.36,-4.38999999999999,-6.57999999999993,Low
Mar 2016,Pecos,NCAR,Low,Low,82.24,3.98,0.26,1.52,18.06,27.43,17.43,3.97,1.31,0,-1.26,0,76.95,13.36,19.01,9.24,118.56,176.02,-14423.32,0.75,-1.95999999999913,Low
Apr 2016,Pecos,NCAR,Low,Low,758.72,8.06,0.33,23.67,15.61,29.72,43.8,14.14,9.74,0,-5.88,0,740.91,4.7,45.26,20.73,811.6,161.1,-14445.98,-14.92,-22.6599999999999,Low
May 2016,Pecos,NCAR,Low,Low,1091.25,7.56,0.26,18.57,23.76,37.44,47.52,14.9,10.81,0,-5.21,0,1072.88,8.15,47.91,28.68,1157.61,131.39,-14492.51,-29.71,-46.5300000000007,Low
Jun 2016,Pecos,NCAR,Low,Low,2073.22,16.64,0.94,17.6,31.01,31.88,49.4,15.49,23.1,0,-6.65,0,2033.48,7.5,49.57,33.04,2123.59,102.43,-14548.21,-28.96,-55.6999999999989,Low
Jul 2016,Pecos,NCAR,Low,Low,4352.95,47.02,0.64,29.56,28.66,7.93,38.96,12,51.68,0,-8.27,0,4254.25,5.65,39.68,30.74,4330.33,85.9,-14598.71,-16.53,-50.5,Low
Aug 2016,Pecos,NCAR,Low,Low,4214.09,44.67,1.04,24.54,27.48,6.97,35.11,10.79,50.64,0,-6.07,0,4118.78,6.74,35.23,27.32,4188.08,93.9,-14613,8,-14.2900000000009,Low
Sep 2016,Pecos,NCAR,Low,Low,5446.03,54.37,3.84,35.84,29.2,6.34,22.35,6.16,64.14,0,-7.1,0,5327.52,6.62,23.7,22.31,5380.15,103.49,-14620.08,9.58999999999999,-7.07999999999993,Low
Oct 2016,Pecos,NCAR,Low,Low,111.82,1.49,1.33,33.96,15.43,48.12,44.64,13.76,1.62,0,-2.41,0,108.71,3.96,42.35,15.37,170.39,118.83,-14601.54,15.34,18.5399999999991,Low
