Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Canadian,NCAR,No Change,No Change,32.71,0.72,0,0.13,1.37,0.24,0.73,0.95,0.47,0,-0.57,0,31.51,0.04,5.23,0,36.78,425.12,-2272.64,0,0,High
Feb 2016,Canadian,NCAR,No Change,No Change,776.13,10.52,0,3.66,13.8,0.25,0.73,0.94,9.39,0,-7.16,0,756.22,0.46,4.71,0,761.39,420.8,-2272.53,-4.31999999999999,0.109999999999673,High
Mar 2016,Canadian,NCAR,No Change,No Change,228.15,3.06,0,0.71,5.2,0.58,1.6,1.1,2.82,0,-2.48,0,222.27,0.21,7.93,0.07,230.47,429.43,-2270.07,8.63,2.46000000000004,High
Apr 2016,Canadian,NCAR,No Change,No Change,1445.04,16.54,0,9.11,29.8,11.58,14.5,3.83,14.81,0,-12.05,0,1413.7,1.26,20.66,2.39,1438.01,426.62,-2270.29,-2.81,-0.2199999999998,High
May 2016,Canadian,NCAR,No Change,No Change,1641.98,15.18,0,11.73,30.82,23.76,23.28,6.01,13.57,0,-4.27,0,1613.23,0.67,35.36,16.31,1665.56,434.85,-2280.6,8.23000000000002,-10.3099999999999,High
Jun 2016,Canadian,NCAR,No Change,No Change,2156.11,24.74,0,14.77,40.15,26.6,27.49,6.98,20.98,0,-4.56,0,2110.38,0.98,42.03,23.16,2176.55,423.82,-2304.89,-11.03,-24.29,High
Jul 2016,Canadian,NCAR,No Change,No Change,3544.92,43.29,0,18.6,48.09,16.22,21.42,5.69,37.69,0,-8.75,0,3463.94,1.57,35.15,22.74,3523.4,415.85,-2332.13,-7.96999999999997,-27.2400000000002,High
Aug 2016,Canadian,NCAR,No Change,No Change,3782.51,46.15,0,15.63,56.82,11.14,15.82,4.37,40.72,0,-17.09,0,3695.64,1.93,25.82,18.5,3741.89,428.31,-2341.66,12.46,-9.52999999999975,High
Sep 2016,Canadian,NCAR,No Change,No Change,2844.04,37.44,0,15.2,37.69,10.1,13.54,3.83,31.91,0,-6.68,0,2774.69,1.32,23.34,14.67,2814.01,459.62,-2347.98,31.31,-6.32000000000016,High
Oct 2016,Canadian,NCAR,No Change,No Change,213.81,2.61,0,12.1,13.8,24.63,23.44,6.15,2.45,0,1.03,0,208.75,0.31,27.89,3.9,240.85,473.58,-2347.12,13.96,0.860000000000127,High
