Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Pecos,GFDL,High,High,283.1,2.17,0.08,1.73,2.37,2.12,5.39,1.18,3.73,0,-0.61,0,277.2,0.88,7.17,0,285.24,179.66,-14348.51,0,0,High
Feb 2016,Pecos,GFDL,High,High,46.55,1.55,0.08,1.3,4.61,8.56,5.8,1.54,0.69,0,-0.47,0,44.32,4.74,8.24,0.24,57.54,176.97,-14349.6,-2.69,-1.09000000000015,High
Mar 2016,Pecos,GFDL,High,High,482.77,12.38,0.08,1.51,19.11,24.67,18.41,4.2,6.67,0,1.58,0,463.72,14.93,18.5,7.91,505.06,169.04,-14353.88,-7.93000000000001,-4.27999999999884,High
Apr 2016,Pecos,GFDL,High,High,45.26,2.42,0.1,17.1,25.53,43.06,77.88,25.88,0.7,0,-3.08,0,42.14,6.03,74.35,21.71,144.23,159.18,-14367.76,-9.85999999999999,-13.880000000001,High
May 2016,Pecos,GFDL,High,High,319.83,5.92,0.08,9.24,38.21,50.57,87.18,28.43,3.95,0,0.18,0,309.96,8.93,80.47,27.85,427.2,119.3,-14443.86,-39.88,-76.1000000000004,High
Jun 2016,Pecos,GFDL,High,High,134.56,2.11,0.27,4.12,37.7,48.16,109.16,33.19,1.92,0,-1.49,0,130.53,10.2,95.25,35,270.99,85.22,-14526.31,-34.08,-82.4499999999989,High
Jul 2016,Pecos,GFDL,High,High,4218.62,47.02,0.18,20.52,43.74,13.07,62.41,20.02,49.59,0,-8.33,0,4122.01,4.34,58.65,30.66,4215.67,55.49,-14636.86,-29.73,-110.550000000001,High
Aug 2016,Pecos,GFDL,High,High,3280.22,36.49,0.3,11.37,40.72,12.34,67.5,21.9,41.16,0,-8.2,0,3202.57,5.24,62.14,27.7,3297.65,69.89,-14668.66,14.4,-31.7999999999993,High
Sep 2016,Pecos,GFDL,High,High,2582.46,25,1.1,16.89,30.33,19.26,65.23,20.54,31.31,0,-5.52,0,2526.15,3.67,60.01,23.28,2613.11,81.73,-14709.01,11.84,-40.3500000000004,High
Oct 2016,Pecos,GFDL,High,High,845.45,8.12,0.38,18.61,22.45,30.14,56.48,18.31,9.83,0,-3.13,0,827.5,0.71,51.19,14.05,893.46,77.48,-14751.19,-4.25,-42.1800000000003,High
Nov 2016,Pecos,GFDL,High,High,1513.36,19.01,0.08,12.02,8.97,4.5,6.15,1.39,18.8,0,1.56,0,1475.55,1.04,6.39,0.64,1483.61,56.77,-14796.71,-20.71,-45.5199999999986,High
Dec 2016,Pecos,GFDL,High,High,213.62,2.95,0.08,2.6,2.37,2.74,5.41,1.06,2.74,0,-0.41,0,207.93,1.21,5.56,0,214.7,59.62,-14781.75,2.84999999999999,14.9599999999991,High
Jan 2017,Pecos,GFDL,High,High,1092.48,12.95,0.08,2.11,10.31,1.19,5.41,1.18,13.17,0,1.05,0,1066.36,0.74,5.41,0,1072.51,58.04,-14783.78,-1.58,-2.03000000000065,High
Feb 2017,Pecos,GFDL,High,High,879.79,9.69,0.08,1.09,9.25,2.28,5.41,1.17,10.48,0,-0.28,0,859.62,1.98,5.77,0,867.37,65.99,-14773.79,7.95,9.98999999999978,High
Mar 2017,Pecos,GFDL,High,High,1752.83,27.75,0.08,2.05,16.41,3.63,6.23,1.74,20.91,0,1.02,0,1704.17,11.97,7.94,0.86,1724.95,71.43,-14767.83,5.44000000000001,5.96000000000095,High
Apr 2017,Pecos,GFDL,High,High,771.43,10.5,0.1,8.76,19.57,17.68,48.51,16.72,9.82,0,-2.45,0,751.11,2.4,46.05,15.67,815.22,80.76,-14751.24,9.33,16.5900000000001,High
May 2017,Pecos,GFDL,High,High,2547.03,28.8,0.08,14.48,28.48,13.71,53.19,17.33,28.67,0,-6.36,0,2489.56,5.98,50.61,25.72,2571.89,68.39,-14791.33,-12.37,-40.0900000000001,High
Jun 2017,Pecos,GFDL,High,High,1713.2,16.38,0.27,11.76,34.83,32.06,81.94,26.66,19.03,0,-1.83,0,1677.78,3.96,76.18,32.15,1790.07,68.41,-14830.61,0.019999999999996,-39.2800000000007,High
