Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Rio_Grande,GFDL,High,High,1048.45,38.63,11.6,8.91,39.41,11.64,19.12,-0.3,36.62,0,-20.17,0,973.2,33.71,18.6,0,1025.51,679.56,-4658.73,0,0,Low
Feb 2016,Rio_Grande,GFDL,High,High,365.78,26.2,13.39,21.69,29.96,27.26,19.32,-0.24,18.7,0,-21.98,0,320.88,37.18,20.09,0,378.16,708.17,-4661.7,28.61,-2.97000000000025,Low
Mar 2016,Rio_Grande,GFDL,High,High,1548.83,100.08,17.67,74.91,27.75,48.29,31.75,2.78,74.24,0,-13.32,0,1374.51,76.71,38.25,0.12,1489.58,710.33,-4684.55,2.16000000000008,-22.8500000000004,Low
Apr 2016,Rio_Grande,GFDL,High,High,189.75,88.94,21,55.92,77.01,77.69,41.07,5.06,11.61,0,-19.62,0,89.2,74.33,56.13,19.75,239.4,680.5,-4652.71,-29.83,31.8400000000001,Low
May 2016,Rio_Grande,GFDL,High,High,428.76,222.09,58.25,63.22,179.97,48.48,45.42,6.44,18.28,0,-35.43,0,188.4,121.06,66.75,43.33,419.54,659.71,-4716.49,-20.79,-63.7799999999997,Low
Jun 2016,Rio_Grande,GFDL,High,High,205.49,64.53,43.91,81.56,140.89,159.64,51.72,7.94,7.68,0,-20.7,0,133.28,66.33,91.41,72.36,363.38,763.43,-4815.95,103.72,-99.46,Low
Jul 2016,Rio_Grande,GFDL,High,High,5672.82,160.65,8.63,108.38,76.48,100.59,36.98,4.9,148.3,0,5.07,0,5363.87,79.93,65.83,68.56,5578.19,697.04,-4945.11,-66.39,-129.16,Low
Aug 2016,Rio_Grande,GFDL,High,High,5733.24,172.56,2.2,85.3,91.58,80.67,37.03,4.94,172.87,0,-1.67,0,5387.81,80.22,58.1,59.09,5585.22,639.17,-4892.37,-57.87,52.7399999999998,Low
Sep 2016,Rio_Grande,GFDL,High,High,5302.25,143.81,0.89,57.71,90.3,62.75,31.59,3.35,133.93,0,2.69,0,5024.51,56.75,47.56,45.93,5174.76,624.08,-4812.35,-15.0899999999999,80.0199999999995,Low
Oct 2016,Rio_Grande,GFDL,High,High,1660.73,64.12,1.19,10.96,60.21,44.79,34.23,3.16,47.35,0,-10.43,0,1549.26,49.36,39.42,14.82,1652.86,632.31,-4749.91,8.2299999999999,62.4400000000005,Low
Nov 2016,Rio_Grande,GFDL,High,High,3981.29,143.86,10.53,8.86,113.31,19.76,19.32,-0.3,141.17,0,-16.67,0,3696.26,68.66,18.38,0,3783.31,639.38,-4758.88,7.07000000000005,-8.97000000000025,Low
Dec 2016,Rio_Grande,GFDL,High,High,542.97,36.7,11.72,2.04,46.97,21.64,19.31,-0.3,21.47,0,-22.41,0,484.8,43.46,17.42,0,545.68,734.16,-4654.01,94.78,104.87,Low
Jan 2017,Rio_Grande,GFDL,High,High,2884.7,109.26,11.54,11.01,86.83,10.97,19.33,-0.3,111.19,0,-19.8,0,2664.25,53.73,18.11,0,2736.1,761.68,-4674.55,27.52,-20.54,Low
Feb 2017,Rio_Grande,GFDL,High,High,1741.44,77.89,14.46,23.46,49.19,10.86,19.35,-0.29,66.52,0,-21.73,0,1597.02,52.29,19.68,0,1669,839.06,-4602.79,77.38,71.7600000000002,Low
Mar 2017,Rio_Grande,GFDL,High,High,3136.47,160.59,18.56,83.47,53.14,35.01,19.85,-0.14,116.31,0,-19.48,0,2859.57,97.03,25.24,0.01,2981.85,877.33,-4577.63,38.2700000000001,25.1599999999999,Low
Apr 2017,Rio_Grande,GFDL,High,High,1251.63,201.05,34.27,57.84,117.19,25.73,37.1,4.09,59.99,0,-43.44,0,990.59,129.45,49.7,7.19,1176.94,890.21,-4500.8,12.88,76.8299999999999,Low
May 2017,Rio_Grande,GFDL,High,High,1281.74,308.08,100.67,64.21,297.78,45.7,44.14,5.91,58.12,0,-61.31,0,915.53,153.78,68.44,42.55,1180.3,964.98,-4524.45,74.77,-23.6499999999996,Low
Jun 2017,Rio_Grande,GFDL,High,High,1085.39,132.91,147.73,85.01,208.79,100.55,48.18,7.15,28.61,0,-64.97,0,923.87,152.36,90.45,68.01,1234.69,1186.84,-4608.42,221.86,-83.9700000000003,Low
Jul 2017,Rio_Grande,GFDL,High,High,5696.64,170.87,63.96,107.07,121.03,77.75,36.6,4.75,148.39,0,-26.31,0,5377.38,110.79,71.96,66.99,5627.11,1245.67,-4753.83,58.8300000000002,-145.41,Low
Aug 2017,Rio_Grande,GFDL,High,High,5223.01,179.67,31.12,80.81,140.62,107.82,38.94,5.37,162.08,0,-17.09,0,4881.26,114.28,68.12,60.52,5124.17,1248.84,-4730.58,3.16999999999985,23.25,Low
Sep 2017,Rio_Grande,GFDL,High,High,3753.21,115.88,22.67,48.85,109.82,81.68,35.58,4.2,98.41,0,-15.9,0,3538.91,77.45,58.45,45.34,3720.15,1247.09,-4679.69,-1.75,50.8900000000003,Low
Oct 2017,Rio_Grande,GFDL,High,High,3713.75,132.12,24.21,12.62,127.84,34.82,29.56,2.39,118.54,0,-25.53,0,3463.09,76.24,36.43,4.91,3580.66,1248.17,-4673.89,1.08000000000015,5.79999999999927,Low
Nov 2017,Rio_Grande,GFDL,High,High,1303.32,70.1,28.97,1.85,91.68,18.39,19.5,-0.27,63.27,0,-35.65,0,1169.95,59.58,20.95,0,1250.48,1331.92,-4612.96,83.75,60.9300000000003,Low
Dec 2017,Rio_Grande,GFDL,High,High,1230.35,42.88,21.18,6.2,61.47,21.18,19.52,-0.27,32.42,0,-29.62,0,1155.06,47.18,18.61,0,1220.85,1404.03,-4605.11,72.1099999999999,7.85000000000036,Low
Jan 2018,Rio_Grande,GFDL,High,High,1710.68,53.25,19.51,9.26,62.54,10.55,19.53,-0.27,58.51,0,-26.75,0,1598.92,38.25,20.04,0,1657.21,1445.49,-4622.1,41.46,-16.9900000000007,Low
Feb 2018,Rio_Grande,GFDL,High,High,1258.27,41.57,22.67,24.32,39.7,12,19.55,-0.27,43.61,0,-28.61,0,1173.09,40.82,21.71,0,1235.62,1497.26,-4610.14,51.77,11.96,Low
Mar 2018,Rio_Grande,GFDL,High,High,2713.03,119.31,31.41,82.84,39.51,35.92,19.73,-0.22,101.26,0,-21.64,0,2492.46,85.92,27.95,0,2606.33,1523.07,-4614.95,25.8099999999999,-4.80999999999949,Low
Apr 2018,Rio_Grande,GFDL,High,High,953.16,72.27,59.61,57.61,75.51,42.89,37.45,4.1,43.45,0,-34.4,0,837.45,76.05,57.42,7.04,977.95,1518.66,-4555.28,-4.40999999999985,59.6700000000001,Low
May 2018,Rio_Grande,GFDL,High,High,1401.92,134.58,177.24,67.43,204.26,46.17,43.04,5.77,45.07,0,-66.45,0,1222.26,152.75,75.64,45.17,1495.82,1527.22,-4586.61,8.55999999999995,-31.3299999999999,Low
Jun 2018,Rio_Grande,GFDL,High,High,1405.13,90.55,123.33,86.55,155.52,85.12,47.04,6.8,37.76,0,-57.77,0,1276.83,114.7,94.45,67.31,1553.28,1646.94,-4690.43,119.72,-103.820000000001,Low
Jul 2018,Rio_Grande,GFDL,High,High,4699.32,126.25,35.16,98.56,90.56,85.05,42.2,6.23,131.33,0,-16.47,0,4441.74,73.82,85.79,69.44,4670.78,1663.14,-4817.99,16.2,-127.559999999999,Low
Aug 2018,Rio_Grande,GFDL,High,High,2758.18,62.6,18.27,78.4,92.3,126.22,42,5.83,74.06,0,-13.1,0,2621.52,49.49,80.48,61.02,2812.51,1618.83,-4808.54,-44.3100000000002,9.44999999999982,Low
Sep 2018,Rio_Grande,GFDL,High,High,4523.44,108.99,7.5,53.72,99.08,78.03,32.66,3.38,117.43,0,-10.42,0,4297.02,52.14,57.14,45.87,4452.16,1540.6,-4844.78,-78.23,-36.2399999999998,Low
Oct 2018,Rio_Grande,GFDL,High,High,2875.33,87.15,5.06,11.87,86.53,43.88,32.38,3.1,82.44,0,-14.62,0,2705.74,52.3,44.58,16.22,2818.84,1533.8,-4812.92,-6.79999999999995,31.8599999999997,Low
Nov 2018,Rio_Grande,GFDL,High,High,1567.9,59.35,10.83,3.47,68.64,21.45,19.76,-0.25,58.81,0,-26.24,0,1449.74,45.75,22.2,0,1517.69,1561.15,-4790.59,27.3500000000001,22.3299999999999,Low
Dec 2018,Rio_Grande,GFDL,High,High,662.57,37.53,11.96,1.79,54.03,21.98,19.73,-0.26,33.51,0,-25.31,0,591.53,40.96,21.82,0,654.32,1606.15,-4778.02,45,12.5699999999997,Low
Jan 2019,Rio_Grande,GFDL,High,High,1046.11,35.55,12.2,8.01,47.44,11.54,19.75,-0.26,44.55,0,-25.54,0,966,29.38,20.87,0,1016.25,1636.36,-4789.82,30.2099999999998,-11.7999999999993,Low
Feb 2019,Rio_Grande,GFDL,High,High,2393.87,84.34,15.17,23.22,65.38,13.32,20.87,0.08,91.77,0,-23,0,2217.76,47.24,27.48,0.08,2292.56,1671.41,-4790.82,35.0500000000002,-1,Low
Mar 2019,Rio_Grande,GFDL,High,High,583.83,47.44,28.08,72.8,35.15,74.9,36.14,3.74,32.18,0,-19.56,0,504.21,62.03,52.19,4.53,622.97,1716.77,-4742.92,45.3599999999999,47.8999999999996,Low
Apr 2019,Rio_Grande,GFDL,High,High,1386.95,109.81,60.09,57.85,96.08,35.75,39.49,4.66,64.14,0,-36.76,0,1212.99,88.48,63.17,26.73,1391.38,1657.23,-4767.24,-59.54,-24.3199999999997,Low
May 2019,Rio_Grande,GFDL,High,High,526.68,132.35,147.13,63.39,196.45,47.44,45.71,6.3,26.77,0,-73.26,0,367.56,140.34,78.73,41.7,628.34,1689.23,-4801.42,32,-34.1800000000003,Low
