Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Texas_Gulf,MPIM,No Change,No Change,168.9,0.42,0,0,0.01,0.92,3.65,0.04,0.31,0,1.32,0,168.17,0.01,2.7,0,170.88,0,-13776.28,0,0,Low
Feb 2016,Texas_Gulf,MPIM,No Change,No Change,281.88,0.98,0,0,0.01,0.92,9.47,1.72,0.7,0,1.85,0,280.2,0.04,6.84,0,287.09,0,-13778.25,0,-1.96999999999935,Low
Mar 2016,Texas_Gulf,MPIM,No Change,No Change,63.85,0.69,0,0,0.01,0.92,15.84,3.53,0.43,0,1.46,0,62.74,0.13,11.4,0.01,74.28,0,-13783.47,0,-5.21999999999935,Low
Apr 2016,Texas_Gulf,MPIM,No Change,No Change,8.17,0.16,0,0,0.01,0.92,75.12,19.78,0.13,0,0.99,0,7.87,0.08,54.42,0.15,62.53,0,-13793.89,0,-10.4200000000001,Low
May 2016,Texas_Gulf,MPIM,No Change,No Change,1461.22,3.85,0,0,0.01,0.92,24.72,5.86,2.71,0,4.61,0,1454.66,0.16,17.95,0.18,1472.95,0,-13848.25,0,-54.3600000000006,Low
Jun 2016,Texas_Gulf,MPIM,No Change,No Change,225.93,0.51,0,0,0,0.92,95.92,25.53,0.47,0,1.28,0,224.95,0.15,69.47,0.22,294.79,0,-13859.98,0,-11.7299999999996,Low
Jul 2016,Texas_Gulf,MPIM,No Change,No Change,409.1,2.62,0,0,0.01,0.92,85.37,22.63,1.74,0,3.44,0,404.73,0.1,61.82,0.22,466.88,0,-13928.84,0,-68.8600000000006,Low
Aug 2016,Texas_Gulf,MPIM,No Change,No Change,409.58,1.85,0,0,0,0.92,75.64,19.93,1.23,0,2.68,0,406.5,0.08,54.8,0.19,461.56,0,-13986.62,0,-57.7800000000007,Low
Sep 2016,Texas_Gulf,MPIM,No Change,No Change,575.69,1.58,0,0,0,0.92,58.2,15.1,1.12,0,2.42,0,572.99,0.07,42.18,0.16,615.4,0,-14038.6,0,-51.9799999999996,Low
Oct 2016,Texas_Gulf,MPIM,No Change,No Change,926.87,2.46,0,0,0.01,0.92,10.46,1.95,1.66,0,3.32,0,922.75,0.05,7.6,0.08,930.48,0,-14078.31,0,-39.7099999999991,Low
Nov 2016,Texas_Gulf,MPIM,No Change,No Change,128.27,0.6,0,0,0.01,0.92,3.58,0.02,0.4,0,1.5,0,127.27,0.01,2.65,0,129.93,0,-14081.91,0,-3.60000000000036,Low
Dec 2016,Texas_Gulf,MPIM,No Change,No Change,178.38,0.41,0,0,0.01,0.92,3.58,0.02,0.3,0,1.31,0,177.67,0.01,2.65,0,180.32,0,-14083.57,0,-1.65999999999985,Low
Jan 2017,Texas_Gulf,MPIM,No Change,No Change,184.81,0.3,0,0,0.01,0.92,3.58,0.02,0.25,0,1.2,0,184.26,0.01,2.65,0,186.92,0,-14085.52,0,-1.95000000000073,Low
Feb 2017,Texas_Gulf,MPIM,No Change,No Change,177.99,0.77,0,0,0.01,0.92,3.62,0.04,0.52,0,1.65,0,176.7,0.02,2.67,0,179.4,0,-14087.62,0,-2.10000000000036,Low
Mar 2017,Texas_Gulf,MPIM,No Change,No Change,316.73,1.39,0,0,0.01,0.92,12.66,2.63,0.8,0,2.17,0,314.54,0.13,9.12,0,323.79,0,-14089.04,0,-1.42000000000007,Low
Apr 2017,Texas_Gulf,MPIM,No Change,No Change,468.38,2.79,0,0,0.01,0.92,41.24,10.43,1.66,0,3.6,0,463.93,0.11,29.9,0.14,494.07,0,-14096.1,0,-7.05999999999949,Low
May 2017,Texas_Gulf,MPIM,No Change,No Change,1120.53,3.66,0,0,0.01,0.92,34.5,8.56,2.46,0,4.37,0,1114.41,0.2,25.03,0.19,1139.83,0,-14121.8,0,-25.6999999999989,Low
Jun 2017,Texas_Gulf,MPIM,No Change,No Change,335.05,1.33,0,0,0,0.92,89.6,23.79,0.92,0,2.12,0,332.8,0.12,64.9,0.23,398.05,0,-14141.1,0,-19.3000000000011,Low
Jul 2017,Texas_Gulf,MPIM,No Change,No Change,400.24,1.69,0,0,0,0.92,89.09,23.64,1.15,0,2.52,0,397.4,0.08,64.53,0.22,462.24,0,-14204.09,0,-62.9899999999998,Low
Aug 2017,Texas_Gulf,MPIM,No Change,No Change,453.34,2.46,0,0,0.01,0.92,74.32,19.58,1.56,0,3.28,0,449.32,0.09,53.83,0.2,503.43,0,-14266.09,0,-62,Low
Sep 2017,Texas_Gulf,MPIM,No Change,No Change,644.66,2.32,0,0,0.01,0.92,52.38,13.5,1.66,0,3.14,0,640.68,0.1,37.97,0.16,678.9,0,-14316.18,0,-50.0900000000001,Low
Oct 2017,Texas_Gulf,MPIM,No Change,No Change,187.88,0.75,0,0,0.01,0.92,54.33,14.06,0.54,0,1.62,0,186.58,0.04,39.37,0.1,226.09,0,-14350.42,0,-34.2399999999998,Low
Nov 2017,Texas_Gulf,MPIM,No Change,No Change,160.37,0.46,0,0,0.01,0.92,5.36,0.54,0.33,0,1.35,0,159.58,0.01,3.91,0,163.5,0,-14388.63,0,-38.2099999999991,Low
Dec 2017,Texas_Gulf,MPIM,No Change,No Change,110.4,0.32,0,0,0.01,0.92,3.58,0.02,0.23,0,1.21,0,109.85,0.01,2.65,0,112.51,0,-14391.77,0,-3.14000000000124,Low
Jan 2018,Texas_Gulf,MPIM,No Change,No Change,42.1,0.24,0,0,0.01,0.92,3.58,0.02,0.17,0,1.13,0,41.68,0.02,2.65,0,44.35,0,-14393.88,0,-2.10999999999876,Low
Feb 2018,Texas_Gulf,MPIM,No Change,No Change,91.13,0.32,0,0,0.01,0.92,3.59,0.03,0.23,0,1.21,0,90.58,0.02,2.65,0,93.25,0,-14396.13,0,-2.25,Low
Mar 2018,Texas_Gulf,MPIM,No Change,No Change,67.91,0.43,0,0,0.01,0.92,15.17,3.35,0.26,0,1.27,0,67.23,0.07,10.91,0,78.21,0,-14398.25,0,-2.1200000000008,Low
