Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Lower_Colorado,NCAR,High,High,42.24,0.34,0,0.59,0.05,0.06,1.05,0.07,0.26,0,-0.31,0,41.64,0.07,0.97,0,42.67,0,-3897.44,0,0,Low
Feb 2016,Lower_Colorado,NCAR,High,High,795.21,8.18,0,18.25,0.05,0.06,1.05,0.07,5.89,0,-10.53,0,781.15,0.47,0.97,0,782.58,0,-3898.48,0,-1.03999999999996,Low
Mar 2016,Lower_Colorado,NCAR,High,High,252.96,1.8,0,4.16,0.07,0.06,1.21,0.14,1.32,0,-2.52,0,249.84,0.16,1.07,0.01,251.08,0,-3904.09,0,-5.61000000000013,Low
Apr 2016,Lower_Colorado,NCAR,High,High,125.49,0.85,0,1.1,0.91,0.37,5.26,2.04,0.67,0,-0.96,0,123.98,0.17,3.75,0.69,128.59,0,-3906.37,0,-2.27999999999975,Low
May 2016,Lower_Colorado,NCAR,High,High,19.86,0.11,0,0.14,0.4,0.26,6.21,2.2,0.13,0,-0.23,0,19.62,0.07,4.15,1.84,25.67,0,-3910.57,0,-4.20000000000027,Low
Jun 2016,Lower_Colorado,NCAR,High,High,394.62,4.31,0,7.81,2.36,1.34,6.79,2.85,3.44,0,-4.76,0,386.87,0.25,4.95,3.28,395.36,0,-3916.51,0,-5.94000000000005,Low
Jul 2016,Lower_Colorado,NCAR,High,High,1728.45,20.87,0,41.32,1.49,0.86,4.76,1.86,16.57,0,-22.01,0,1691.01,0.92,3.53,2.92,1698.39,0,-3925.05,0,-8.53999999999996,Low
Aug 2016,Lower_Colorado,NCAR,High,High,1419.43,16.4,0,32.16,1.52,0.88,4.71,1.84,13.16,0,-17.22,0,1389.87,0.81,3.51,2.53,1396.72,0,-3936.31,0,-11.2599999999998,Low
Sep 2016,Lower_Colorado,NCAR,High,High,3795.89,44.31,0,95.43,0.28,0.15,2.18,0.59,32.68,0,-53.08,0,3718.9,1.84,1.71,1.88,3724.33,0,-3945.77,0,-9.46000000000004,Low
Oct 2016,Lower_Colorado,NCAR,High,High,385.4,2.8,0,5.89,1.28,0.68,4.78,1.86,2.16,0,-3.88,0,380.44,0.19,3.51,0.82,384.96,0,-3969.63,0,-23.8600000000001,Low
Nov 2016,Lower_Colorado,NCAR,High,High,73.97,0.64,0,1.31,0.08,0.06,1.31,0.19,0.54,0,-0.79,0,72.79,0.11,1.14,0.02,74.05,0,-3975.08,0,-5.44999999999982,Low
Dec 2016,Lower_Colorado,NCAR,High,High,320.16,2.19,0,5.14,0.05,0.06,1.06,0.07,1.61,0,-3.14,0,316.36,0.2,0.97,0,317.53,0,-3976.48,0,-1.40000000000009,Low
Jan 2017,Lower_Colorado,NCAR,High,High,681.1,6.41,0,14.69,0.05,0.06,1.06,0.07,4.59,0,-8.67,0,670.1,0.41,0.97,0,671.48,0,-3978.99,0,-2.50999999999976,Low
Feb 2017,Lower_Colorado,NCAR,High,High,373.07,3.55,0,7.88,0.05,0.06,1.06,0.07,2.77,0,-4.54,0,366.75,0.23,0.97,0,367.95,0,-3984.07,0,-5.08000000000038,Low
Mar 2017,Lower_Colorado,NCAR,High,High,679.73,5.4,0,12.71,0.08,0.07,1.29,0.17,4.06,0,-7.67,0,670.27,0.34,1.12,0.03,671.76,0,-3986.83,0,-2.75999999999976,Low
Apr 2017,Lower_Colorado,NCAR,High,High,40.85,0.21,0,0.26,0.54,0.3,5.32,1.9,0.2,0,-0.36,0,40.44,0.07,3.66,1.23,45.4,0,-3991.58,0,-4.75,Low
