Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Rio_Grande,MPIM,High,High,2665.16,90.86,12.55,10.82,74.64,11.48,19.12,-0.3,95.3,0,-17.6,0,2479,47.05,18.7,0,2544.74,679.56,-4655.13,0,0,High
Feb 2016,Rio_Grande,MPIM,High,High,2669.73,95.69,14.81,25.42,70.2,11.38,19.14,-0.3,105.75,0,-22.97,0,2468.29,49.23,19.5,0,2537.03,743.44,-4596.86,63.8800000000001,58.2700000000004,High
Mar 2016,Rio_Grande,MPIM,High,High,848.9,41.59,21.06,79.22,14.81,67.41,22.19,0.6,44.31,0,-18.15,0,763,54.18,28.72,0.11,846,802.2,-4533.52,58.76,63.3399999999992,High
Apr 2016,Rio_Grande,MPIM,High,High,503.27,69.82,21.83,51.18,117.77,111.87,50.4,7.37,25.95,0,-10.59,0,407.49,45.18,64.36,7.82,524.86,742.47,-4529.06,-59.73,4.46000000000004,High
May 2016,Rio_Grande,MPIM,High,High,3053.72,223.21,74.79,66.03,184.9,53.58,51.86,7.83,108.01,0,-20.81,0,2722.5,121.46,73.33,35.55,2952.84,727.04,-4564.55,-15.4300000000001,-35.4899999999998,High
Jun 2016,Rio_Grande,MPIM,High,High,1349.71,95.18,87.99,80.61,210.69,170.83,64.6,11.19,37.35,0,-29.96,0,1217.18,92.66,113.39,65.47,1488.7,829.05,-4556.92,102.01,7.63000000000011,High
Jul 2016,Rio_Grande,MPIM,High,High,4304.09,129.25,25.88,88.31,141.73,137.82,61.25,10.73,136.9,0,-6.81,0,4037.93,69.73,102.49,68.33,4278.48,808.93,-4668.41,-20.12,-111.49,High
Aug 2016,Rio_Grande,MPIM,High,High,1348.41,40.2,10.11,63.23,152.13,216.46,64.77,11.3,43.87,0,-4.42,0,1264.35,55.84,107.12,58.95,1486.25,760.86,-4657.17,-48.0699999999999,11.2399999999998,High
Sep 2016,Rio_Grande,MPIM,High,High,2445.64,72.38,3.27,39.86,110.15,123.36,53.19,8.36,68.99,0,-6.28,0,2304.27,55.28,78.09,44.92,2482.55,642.88,-4730.15,-117.98,-72.9799999999996,High
Oct 2016,Rio_Grande,MPIM,High,High,4682.44,139.34,2.62,15.07,116.91,40.58,34.59,3.75,134.42,0,-13.36,0,4408.68,63.92,39.34,10.28,4522.22,596.41,-4757.18,-46.47,-27.0300000000007,High
