Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,MPIM,No Change,Low,6930.82,133.35,42.54,195.47,100.92,129.96,40.37,2.14,143.14,0,-42.45,0,6654.33,51.93,47.7,0.19,6754.15,2684.25,-35396.2,0,0,Low
Feb 2016,State,MPIM,No Change,Low,7996.8,144.9,45.36,116.91,120.58,56.02,50.57,5.84,164.16,0,-49.57,0,7687.75,58.36,57.28,5.79,7809.22,2645.74,-35333.92,-38.5100000000002,62.2799999999988,Low
Mar 2016,State,MPIM,No Change,Low,2570.02,63.75,57.67,123.87,53.99,101.57,64.19,9.2,63.85,0,-32.92,0,2442.42,78.04,77.71,9.1,2607.28,2697.72,-35269.86,51.9800000000005,64.0600000000049,Low
Apr 2016,State,MPIM,No Change,Low,1391.05,79.25,75.97,109.5,163.52,153.66,185.93,44.42,37.1,0,-24.73,0,1274.69,60.6,184.72,30.36,1550.36,2627.43,-35303.04,-70.29,-33.179999999993,Low
May 2016,State,MPIM,No Change,Low,16531.14,352.18,229.8,210.19,359.64,77.37,109.11,21.32,242.48,0,-64.95,0,15936.47,154.44,139.02,89.75,16319.68,2594.07,-35462.51,-33.3600000000006,-159.470000000008,Low
Jun 2016,State,MPIM,No Change,Low,4846.03,122.04,255.34,199.52,318.49,229.68,252.23,61.52,74.55,0,-39.65,0,4649.44,128.71,285.72,143.27,5207.14,2825.14,-35462.52,231.070000000001,-0.0100000000020373,Low
Jul 2016,State,MPIM,No Change,Low,14356.53,240.04,78.55,212.81,238.39,171.56,222.39,54.22,250.86,0,-53.93,0,13865.63,92.87,261.77,148.47,14368.75,2818.93,-35761.6,-6.21000000000004,-299.079999999994,Low
Aug 2016,State,MPIM,No Change,Low,6271.76,84.08,51.97,146.88,194.24,250.82,214.87,51.54,92.67,0,-22.4,0,6095.02,68.12,251.7,127.58,6542.42,2792.13,-35881.31,-26.8000000000002,-119.709999999999,Low
Sep 2016,State,MPIM,No Change,Low,9098.22,132.65,37.08,135.52,147.53,153.93,172.65,39.26,137.59,0,-24.7,0,8827.98,65.29,194.85,101.67,9189.78,2647.2,-36101.93,-144.93,-220.620000000003,Low
Oct 2016,State,MPIM,No Change,Low,15435.55,249.68,31.73,155.45,159.12,57.47,66.18,10.2,248.21,0,-48.17,0,14937.65,72.48,75.42,27.71,15113.28,2579.36,-36224.09,-67.8399999999997,-122.160000000003,Low
Nov 2016,State,MPIM,No Change,Low,2295.53,54.7,47.33,62.37,78.06,50.65,42.2,2.72,51.38,0,-36.89,0,2189.45,49.15,48.03,1.67,2288.29,2661.56,-36107.74,82.1999999999998,116.349999999999,Low
Dec 2016,State,MPIM,No Change,Low,4973.57,89.98,44.09,130.5,80.88,88.47,40.4,1.92,80.57,0,-39.55,0,4803.03,50.71,43.23,0,4896.95,2680.42,-36134.41,18.8600000000001,-26.669999999991,Low
Jan 2017,State,MPIM,No Change,Low,5471.34,95.9,43.31,79.43,82.99,26.31,40.42,2.04,104.8,0,-40.6,0,5270.63,43.69,45,0,5359.33,2668.06,-36131.83,-12.3600000000001,2.58000000000175,Low
Feb 2017,State,MPIM,No Change,Low,4286.79,80.56,46.6,95.47,72.26,50.72,40.94,2.34,88.98,0,-41.36,0,4117.26,51.52,50.66,0.32,4219.78,2718.09,-36106.02,50.0300000000002,25.8099999999904,Low
Mar 2017,State,MPIM,No Change,Low,5653,119.66,55.24,135.69,64.64,67.08,69.98,9.9,119.84,0,-41.59,0,5413.5,83.27,82.38,8.71,5587.89,2727.59,-36097.34,9.5,8.68000000000757,Low
Apr 2017,State,MPIM,No Change,Low,6480.91,166.79,102.83,140.12,141.45,63.47,125.18,27.53,123.67,0,-40.7,0,6190.45,92.21,134.66,23.48,6440.8,2702.82,-36087.87,-24.7700000000004,9.46999999999389,Low
May 2017,State,MPIM,No Change,Low,10399.29,261.87,341.24,242.42,341.14,78.24,137.82,29.51,139.14,0,-69.74,0,9998.26,167.53,172.8,103.73,10442.33,2743.8,-36126.03,40.9800000000005,-38.1599999999962,Low
Jun 2017,State,MPIM,No Change,Low,3813.48,123.45,284.93,159.81,330.81,167.44,251.11,60.77,55.33,0,-67.61,0,3634.68,152.83,297.91,156.69,4242.11,2942.2,-36268.67,198.4,-142.639999999999,Low
Jul 2017,State,MPIM,No Change,Low,8307.54,113.86,77.73,174.15,220.93,234.2,243.47,59.41,123.51,0,-37.8,0,8070.16,68.52,293.73,155.17,8587.59,2998.01,-36627.97,55.8100000000004,-359.299999999996,Low
Aug 2017,State,MPIM,No Change,Low,12757.54,219.79,49,179.25,208.23,169.82,203.89,49.17,223.66,0,-40.59,0,12314.09,91.71,237.02,134.02,12776.84,2875.08,-36881.5,-122.93,-253.530000000006,Low
Sep 2017,State,MPIM,No Change,Low,13076.76,211.37,37.94,155.37,191.48,135.83,157.86,35.35,219.04,0,-40.28,0,12646.34,78.59,180.81,104.15,13009.87,2831.19,-36987.17,-43.8899999999999,-105.669999999998,Low
Oct 2017,State,MPIM,No Change,Low,8490.71,145.28,31.13,126.51,111.51,77.84,140.91,31.14,145.17,0,-40.35,0,8200.24,56.6,138.05,31.32,8426.2,2828.55,-37035.08,-2.63999999999987,-47.9100000000035,Low
Nov 2017,State,MPIM,No Change,Low,4083.51,72.71,45.69,75.29,76.73,45.53,45.3,3.58,71.33,0,-35.72,0,3939.48,47.61,52.78,2.19,4042.07,2833.93,-37071.32,5.38000000000011,-36.2400000000052,Low
Dec 2017,State,MPIM,No Change,Low,5467.14,101.67,42.95,145.39,79.51,88.83,40.69,1.93,91.18,0,-42.76,0,5274.27,51.28,44.36,0,5369.93,2854.05,-37079.61,20.1199999999999,-8.29000000000087,Low
Jan 2018,State,MPIM,No Change,Low,2395.45,49.33,42.9,49.58,64.47,26.59,40.71,2.05,57.67,0,-34.39,0,2288.44,39.17,44.82,0,2372.43,2839.12,-37069.91,-14.9300000000003,9.70000000000437,Low
Feb 2018,State,MPIM,No Change,Low,2408.47,51.88,46.27,88.28,50.97,54.65,41.07,2.19,49.86,0,-33.49,0,2306.72,47.05,50.54,0.22,2404.51,2870.85,-37085.28,31.73,-15.3700000000026,Low
Mar 2018,State,MPIM,No Change,Low,3516.98,82.05,55.17,137.58,55.53,93.86,74.26,10.39,64.91,0,-36.61,0,3369.98,74.61,86.83,9.01,3540.47,2855.47,-37107.99,-15.3799999999997,-22.7099999999991,Low
