Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,MPIM,Low,High,6930.82,133.44,42.54,194.9,95.74,122.92,30.63,2.14,143.14,0,-42.85,0,6654.24,51.15,40.06,0.19,6745.65,2681.09,-34996.04,0,0,Low
Feb 2016,State,MPIM,Low,High,7996.8,144.99,45.36,116.35,115.39,48.98,40.83,5.84,164.16,0,-49.98,0,7687.65,57.57,49.65,5.79,7800.7,2642.31,-34924.42,-38.7800000000002,71.6200000000026,Low
Mar 2016,State,MPIM,Low,High,2570.02,63.82,57.67,123.27,50.98,96.56,54.45,9.2,63.85,0,-33.43,0,2442.35,77.2,70.18,9.1,2598.85,2694.04,-34851.03,51.73,73.3899999999994,Low
Apr 2016,State,MPIM,Low,High,1391.05,79.41,75.97,108.73,162.55,150.4,176.17,44.42,37.1,0,-25.25,0,1274.53,59.76,177.15,30.36,1541.79,2623.51,-34874.95,-70.5299999999997,-23.9199999999983,Low
May 2016,State,MPIM,Low,High,16531.14,352.47,229.8,209.42,356.55,72.03,99.34,21.32,242.48,0,-65.37,0,15936.19,153.71,131.28,89.75,16310.93,2590.24,-35025.14,-33.2700000000004,-150.190000000002,Low
Jun 2016,State,MPIM,Low,High,4846.03,122.14,255.34,198.77,317.24,226.3,242.45,61.52,74.55,0,-40.1,0,4649.33,127.88,277.92,143.27,5198.4,2821.52,-35015.84,231.28,9.29999999999563,Low
Jul 2016,State,MPIM,Low,High,14356.53,240.1,78.55,212.15,236.54,167.93,212.58,54.22,250.86,0,-54.32,0,13865.55,92.23,253.89,148.47,14360.13,2815.45,-35305.59,-6.07000000000016,-289.75,Low
Aug 2016,State,MPIM,Low,High,6271.76,84.14,51.97,146.23,191.16,245.78,205.05,51.54,92.67,0,-22.83,0,6094.97,67.33,243.84,127.58,6533.71,2788.54,-35415.88,-26.9099999999999,-110.289999999986,Low
Sep 2016,State,MPIM,Low,High,9098.22,132.73,37.08,134.87,142.54,146.99,162.82,39.26,137.59,0,-25.09,0,8827.93,64.48,187.03,101.67,9181.1,2643.6,-35627.12,-144.94,-211.240000000013,Low
Oct 2016,State,MPIM,Low,High,15435.55,249.48,31.73,154.74,155.96,54.08,56.34,10.2,248.21,0,-48.46,0,14937.85,73.05,67.61,27.71,15106.21,2575.67,-35739.87,-67.9300000000003,-112.75,Low
Nov 2016,State,MPIM,Low,High,2295.53,54.49,47.33,61.66,75.12,47.41,32.36,2.71,51.38,0,-37.27,0,2189.66,49.73,40.38,1.67,2281.44,2656.1,-35613.97,80.4300000000003,125.899999999994,Low
Dec 2016,State,MPIM,Low,High,4973.57,89.87,44.09,129.82,77.93,85.37,30.54,1.92,80.57,0,-39.84,0,4803.13,51.41,35.47,0,4890,2673.07,-35631.16,16.9699999999993,-17.1899999999878,Low
Jan 2017,State,MPIM,Low,High,5471.34,95.96,43.31,78.87,77.72,19.19,30.55,2.04,104.8,0,-41.01,0,5270.56,42.88,37.24,0,5350.68,2658.76,-35619.04,-14.3099999999999,12.1200000000026,Low
Feb 2017,State,MPIM,Low,High,4286.79,80.56,46.6,94.38,68.17,44.09,31.07,2.33,88.98,0,-41.9,0,4117.25,50.59,42.84,0.32,4211.03,2708.55,-35583.75,49.7900000000004,35.2899999999936,Low
Mar 2017,State,MPIM,Low,High,5653,119.75,55.24,135.02,62.29,62.73,60.09,9.9,119.84,0,-42.02,0,5413.41,82.42,74.51,8.71,5579.07,2718.52,-35565.71,9.9699999999998,18.0400000000009,Low
Apr 2017,State,MPIM,Low,High,6480.91,167.23,102.83,139.12,139.94,59.59,115.28,27.54,123.67,0,-41.14,0,6190.01,91.75,126.82,23.48,6432.04,2693.75,-35546.79,-24.77,18.919999999991,Low
May 2017,State,MPIM,Low,High,10399.29,262.17,341.24,241.44,338.12,72.81,127.89,29.51,139.14,0,-70.17,0,9997.95,166.84,164.79,103.73,10433.33,2735.01,-35575.48,41.2600000000002,-28.6899999999878,Low
Jun 2017,State,MPIM,Low,High,3813.48,123.59,284.93,158.97,329.63,163.98,241.19,60.77,55.33,0,-68.05,0,3634.54,151.93,289.9,156.69,4233.06,2933.91,-35708.62,198.9,-133.140000000007,Low
Jul 2017,State,MPIM,Low,High,8307.54,114,77.73,172.64,219.13,229.56,233.54,59.41,123.51,0,-38.2,0,8070.02,67.74,285.7,155.17,8578.61,2990.11,-36058.43,56.1999999999994,-349.809999999998,Low
Aug 2017,State,MPIM,Low,High,12757.54,219.88,49,179.27,203.02,163.33,193.91,49.16,223.66,0,-40.98,0,12314.01,90.87,228.87,134.02,12767.75,2868.11,-36302.42,-122,-243.990000000005,Low
Sep 2017,State,MPIM,Low,High,13076.76,211.44,37.94,154.29,186.69,128.61,147.9,35.35,219.04,0,-40.73,0,12646.29,77.74,172.65,104.15,13000.82,2823.71,-36398.54,-44.3999999999996,-96.1199999999881,Low
Oct 2017,State,MPIM,Low,High,8490.71,145.09,31.13,125.67,109.26,75.32,130.93,31.14,145.17,0,-40.66,0,8200.45,57.25,130.11,31.32,8419.11,2821.68,-36436.93,-2.02999999999975,-38.3900000000067,Low
Nov 2017,State,MPIM,Low,High,4083.51,72.5,45.69,74.49,74.22,42.76,35.3,3.57,71.33,0,-36.04,0,3939.68,48.28,44.87,2.19,4035,2825.33,-36463.52,3.64999999999964,-26.5899999999965,Low
Dec 2017,State,MPIM,Low,High,5467.14,101.54,42.95,144.68,76.71,85.81,30.69,1.92,91.18,0,-43.07,0,5274.39,51.96,36.46,0,5362.83,2843.65,-36462.15,18.3200000000002,1.37000000000262,Low
Jan 2018,State,MPIM,Low,High,2395.45,49.37,42.9,48.99,59.19,19.42,30.7,2.05,57.67,0,-34.85,0,2288.42,38.37,36.96,0,2363.76,2826.83,-36442.76,-16.8200000000002,19.3899999999994,Low
Feb 2018,State,MPIM,Low,High,2408.47,51.91,46.27,87.63,47.53,49.3,31.04,2.19,49.86,0,-33.92,0,2306.68,46.25,42.57,0.22,2395.73,2858.28,-36448.59,31.4499999999998,-5.83000000000902,Low
Mar 2018,State,MPIM,Low,High,3516.98,82.17,55.17,136.93,52.25,88.54,64.22,10.34,64.91,0,-37.11,0,3369.91,73.83,78.82,9.01,3531.59,2842.78,-36461.73,-15.5,-13.1399999999921,Low
Apr 2018,State,MPIM,Low,High,3337.23,135.69,77.4,100.42,138.78,83.87,166.59,41.99,76.51,0,-32.42,0,3125.02,90.16,169.79,32.42,3417.37,2781.55,-36496.84,-61.2299999999996,-35.1100000000079,Low
May 2018,State,MPIM,Low,High,922.56,101,333.61,242.33,283.25,168.58,241.17,60.44,10.86,0,-26.07,0,810.72,103.66,262.48,121.25,1298.09,2791.28,-36609.72,9.72999999999956,-112.879999999997,Low
Jun 2018,State,MPIM,Low,High,6189.35,102.23,205.14,150.29,301.26,180.56,219.65,54.9,86.28,0,-25.67,0,6000.85,62.03,267.75,157.99,6488.62,2824.2,-36926.88,32.9200000000001,-317.159999999996,Low
Jul 2018,State,MPIM,Low,High,8225.96,112.02,73.63,89.84,219.56,131.48,222.95,55.83,128.86,0,-33.95,0,7985.07,41.66,263.24,149.88,8439.82,2841.89,-37189.01,17.6900000000005,-262.130000000005,Low
Aug 2018,State,MPIM,Low,High,18801,291.39,47.46,187.3,249.77,117.78,164.82,40.77,306.22,0,-52.77,0,18203.41,72.35,196.41,130.63,18602.79,2833.89,-37411.08,-8.00000000000045,-222.07,Low
Sep 2018,State,MPIM,Low,High,5093.45,84.52,38.27,91.99,143.02,148.69,186.76,45.93,89.94,0,-19.82,0,4919,56.27,207.52,95.5,5278.3,2893.48,-37412.31,59.5900000000001,-1.22999999999593,Low
Oct 2018,State,MPIM,Low,High,10036.32,133.04,29.59,100.42,109.03,69.85,79.78,16.14,134.8,0,-28.77,0,9768.5,51.83,93.5,42,9955.84,2821.12,-37578.55,-72.3600000000001,-166.240000000005,Low
Nov 2018,State,MPIM,Low,High,4053.99,96.98,41.66,76.52,91.61,47.33,34.8,3.31,98.62,0,-33.46,0,3858.38,51.3,43.77,1.35,3954.81,2830.43,-37578.16,9.3100000000004,0.389999999999418,Low
Dec 2018,State,MPIM,Low,High,4922.87,88.92,38.38,114.65,81.59,85.81,30.84,1.93,87.94,0,-31.26,0,4746,48.13,36.35,0,4830.49,2862.45,-37545.85,32.0199999999995,32.3100000000049,Low
Jan 2019,State,MPIM,Low,High,1810.65,39.3,38.09,43.18,49.97,19.67,30.85,2.05,48.53,0,-28.79,0,1722.83,32.73,39.19,0,1794.74,2850.77,-37518.07,-11.6799999999998,27.7799999999916,Low
