Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,UKMO,No Change,No Change,3845.06,84.35,71.48,185.92,85.67,125.03,35.38,2.05,82.47,0,-38.38,0,3678.24,47.65,41.62,0,3767.51,2684.74,-35129.34,0,0,No Change
Feb 2016,State,UKMO,No Change,No Change,3765.82,70.94,75.65,120.6,73.99,54.7,35.41,2.23,70.75,0,-39.45,0,3624.09,46.17,43.16,0,3713.42,2637.11,-35118.59,-47.6299999999997,10.75,No Change
Mar 2016,State,UKMO,No Change,No Change,2387.48,76.27,135.34,189.78,67.63,85.96,50.84,6.73,54.68,0,-44.2,0,2256.52,84.31,67.85,4.49,2413.16,2646.42,-35120.46,9.30999999999995,-1.8700000000099,No Change
Apr 2016,State,UKMO,No Change,No Change,2488.73,231.9,234.56,224.28,220.59,85.97,214.84,54.48,42.19,0,-41.05,0,2214.64,148.62,215.07,42.41,2620.75,2604.36,-35158.55,-42.0600000000004,-38.0899999999892,No Change
May 2016,State,UKMO,No Change,No Change,884.78,233.69,556.04,425.83,397.1,169.39,311.38,78.89,10.42,0,-31.85,0,640.68,168,325.96,122.48,1257.09,2684.24,-35360.17,79.8800000000001,-201.620000000003,No Change
Jun 2016,State,UKMO,No Change,No Change,4107.39,160.42,697.81,614.1,371.25,290.28,339.09,87.51,68.1,0,-4.17,0,3878.86,167.32,379.47,158.42,4584.09,2818.52,-35736.56,134.28,-376.389999999999,No Change
Jul 2016,State,UKMO,No Change,No Change,8048.5,142.35,165.87,258.93,275.3,299.96,348.59,90.53,133.85,0,-23.57,0,7772.31,97.49,391.46,162.61,8423.86,2771.62,-36082.64,-46.9000000000001,-346.080000000009,No Change
Aug 2016,State,UKMO,No Change,No Change,13630.75,237.9,82.41,225.68,242.55,229.73,261.52,66.52,225.27,0,-27.6,0,13167.57,109.36,294.66,136.15,13707.75,2613.55,-36393.01,-158.07,-310.369999999995,No Change
Sep 2016,State,UKMO,No Change,No Change,26110.13,358.4,55.68,287.18,211.38,131.06,99.99,19.24,357.52,0,-46.74,0,25394.21,93.33,131.35,99.32,25718.19,2526.75,-36526.47,-86.8000000000002,-133.459999999999,No Change
Oct 2016,State,UKMO,No Change,No Change,17600.67,271.51,39.22,223.76,131.4,69.57,89.53,17.16,258.63,0,-48.53,0,17070.53,73.68,93.7,30.72,17268.62,2556.45,-36395.74,29.6999999999998,130.730000000003,No Change
Nov 2016,State,UKMO,No Change,No Change,5443.71,120.49,59.53,102.22,113.95,55.02,35.7,1.99,124.26,0,-45.45,0,5198.93,64.32,41.37,0.08,5304.7,2596.96,-36288.73,40.5100000000002,107.010000000002,No Change
Dec 2016,State,UKMO,No Change,No Change,4660.78,110.63,50.01,127.77,100.51,87.86,35.6,1.93,105.93,0,-37.75,0,4444.23,57.96,39.92,0,4542.12,2648.24,-36243.69,51.2799999999997,45.0399999999936,No Change
Jan 2017,State,UKMO,No Change,No Change,7948.24,143.12,50.42,103.18,107,23.15,35.63,2.05,150.56,0,-46.13,0,7654.56,52.63,40.12,0,7747.3,2654.65,-36209.21,6.40999999999985,34.4800000000032,No Change
Feb 2017,State,UKMO,No Change,No Change,3508.66,70.18,56.25,106.22,61.36,49.79,35.65,2.21,69.52,0,-36.43,0,3368.94,45.1,44.14,0,3458.15,2731.96,-36138.34,77.3100000000004,70.8699999999953,No Change
Mar 2017,State,UKMO,No Change,No Change,13305.42,271.65,106.37,247.31,114.58,48.3,47.48,5.84,246.6,0,-57.04,0,12787.18,121.45,63.73,8.8,12981.15,2732.81,-36138.7,0.850000000000364,-0.359999999993306,No Change
Apr 2017,State,UKMO,No Change,No Change,15785.71,381.49,353.9,411.53,258.94,38.32,120.43,27.97,305.37,0,-53.43,0,15098.86,156.65,134.17,28.46,15418.15,2777.04,-35999.59,44.2299999999996,139.110000000001,No Change
May 2017,State,UKMO,No Change,No Change,2929.85,269.33,633.77,488.16,386.26,128.24,277.2,69.81,55.32,0,-34.62,0,2605.21,191.55,289.79,98.21,3184.74,2955.94,-35868.55,178.9,131.039999999994,No Change
Jun 2017,State,UKMO,No Change,No Change,8457.06,285.85,574.18,472.92,404.13,159.73,298.85,76.36,144.15,0,-48.08,0,8027.07,190.78,343.64,153.24,8714.73,3131.53,-36153.43,175.59,-284.879999999997,No Change
Jul 2017,State,UKMO,No Change,No Change,8399.09,182.09,246.04,288.55,286.44,226.28,344.25,89.47,146.21,0,-41.01,0,8070.8,120.44,388.59,155.12,8734.92,3254.76,-36433.1,123.23,-279.670000000006,No Change
Aug 2017,State,UKMO,No Change,No Change,18924.21,317.43,162.72,299.73,291.03,199.22,171.26,40.8,266.91,0,-50.12,0,18339.86,138.75,226.12,130.82,18835.52,3181.12,-36737.79,-73.6399999999999,-304.689999999995,No Change
Sep 2017,State,UKMO,No Change,No Change,6627,225.68,589.86,613.82,251.49,195.42,250.56,62.84,114.9,0,-11.43,0,6286.41,157.07,273.66,101.62,6818.77,3177.26,-36782.27,-3.85999999999967,-44.4800000000032,No Change
Oct 2017,State,UKMO,No Change,No Change,2316.88,107.53,170.5,198.74,124.1,106.96,206.08,48.67,52.92,0,-30.38,0,2156.42,92.53,188.5,35.05,2472.52,3147.39,-36968.13,-29.8699999999999,-185.859999999993,No Change
Nov 2017,State,UKMO,No Change,No Change,4579.41,87.47,79.6,89.91,96.65,38.19,36.03,2.03,79.43,0,-42.86,0,4412.52,61.56,43.7,0.16,4517.94,3133.44,-37138.06,-13.9500000000007,-169.93,No Change
Dec 2017,State,UKMO,No Change,No Change,547.24,28.78,62.99,103.48,57.83,86.5,35.86,1.95,16.14,0,-31.3,0,502.32,48.25,39.99,0,590.56,3182.21,-37135.64,48.7700000000004,2.41999999999825,No Change
Jan 2018,State,UKMO,No Change,No Change,1258.52,20.41,59.22,51.67,52.57,23.26,35.88,2.06,26.39,0,-33.95,0,1211.74,32.59,41.72,0,1286.05,3147.44,-37184.68,-34.7700000000004,-49.0400000000009,No Change
Feb 2018,State,UKMO,No Change,No Change,2351.61,42.47,65.35,96.76,53.84,51.18,35.9,2,45.24,0,-35.86,0,2263.91,44.28,46.29,0,2354.46,3168.81,-37226.04,21.3700000000008,-41.3599999999933,No Change
Mar 2018,State,UKMO,No Change,No Change,3629.84,148.12,129.55,186.79,86.3,64.88,57.59,8.1,76.79,0,-42.86,0,3404.91,112.35,80.25,4.41,3601.91,3159.07,-37250.57,-9.74000000000069,-24.5300000000061,No Change
Apr 2018,State,UKMO,No Change,No Change,3710.37,364.03,388.06,344.84,389.9,67.25,218.33,55.21,85,0,-60.46,0,3261.33,145.11,219.26,43.2,3668.86,3149.72,-37270.54,-9.34999999999991,-19.9700000000012,No Change
May 2018,State,UKMO,No Change,No Change,1903.59,200.91,781.47,600.13,382.49,140.87,301.8,74.39,26.94,0,-47.7,0,1675.73,188.33,326.37,123.11,2313.53,3416.24,-37452.33,266.52,-181.790000000001,No Change
