Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,GFDL,No Change,No Change,2769.15,52.96,44.56,167.05,54.5,127.59,35.38,2.05,55.89,0,-34.23,0,2660.3,37.79,43.07,0,2741.15,2684.74,-35235.38,0,0,No Change
Feb 2016,State,GFDL,No Change,No Change,756.12,31.46,50.03,83.36,45.09,68.5,35.98,2.46,24.76,0,-25.3,0,699.91,46.81,45.64,0.24,792.63,2601.95,-35247.07,-82.79,-11.6900000000023,No Change
Mar 2016,State,GFDL,No Change,No Change,4055.35,132.07,64.11,133.81,77.22,84.72,76.34,12.57,105.11,0,-30.59,0,3818.17,100.42,88.59,8.04,4015.23,2566.42,-35281.37,-35.5299999999997,-34.3000000000029,No Change
Apr 2016,State,GFDL,No Change,No Change,572.74,103.84,113.95,126.96,163.41,139.01,251.54,64.16,16.62,0,-26.26,0,452.3,92.68,244.49,50.41,839.89,2534.12,-35278.66,-32.3000000000002,2.70999999999913,No Change
May 2016,State,GFDL,No Change,No Change,1950.14,244.66,449.13,354.43,360.92,156.59,298.57,76.12,34.61,0,-28.95,0,1670.86,163.97,304.17,108,2247,2501.38,-35526.08,-32.7399999999998,-247.419999999998,No Change
Jun 2016,State,GFDL,No Change,No Change,882.35,85.98,324.46,258.17,361.54,299.8,375.83,96.09,14.6,0,-15.06,0,781.78,105.6,399.44,158.59,1445.4,2624,-35850.88,122.62,-324.800000000003,No Change
Jul 2016,State,GFDL,No Change,No Change,18779.75,298.08,99.72,264.28,247.04,176.89,220.58,54.5,284.75,0,-38.71,0,18196.89,102.08,270.24,149.21,18718.43,2566.02,-36289.68,-57.98,-438.799999999988,No Change
Aug 2016,State,GFDL,No Change,No Change,16974.57,294.29,68.03,234.65,241.04,169.58,233.92,58.76,300.02,0,-43.33,0,16380.28,99.55,258.96,128.93,16867.71,2532.02,-36358.93,-34.0000000000005,-69.2500000000073,No Change
Sep 2016,State,GFDL,No Change,No Change,14425.65,245.24,68.81,240.91,197.07,156.63,232.88,57.4,238.21,0,-38.29,0,13942.21,70.99,243.99,103.54,14360.75,2519.66,-36406.33,-12.3599999999997,-47.4000000000015,No Change
Oct 2016,State,GFDL,No Change,No Change,4984.19,96.98,59.64,132.56,105.6,111.88,188.45,44.8,84.35,0,-27.16,0,4802.86,57.5,175.31,37.99,5073.67,2491.6,-36485.44,-28.0599999999995,-79.1100000000006,No Change
Nov 2016,State,GFDL,No Change,No Change,10832.19,221.05,57.71,137.11,153.25,39.94,36.6,2.31,218.41,0,-48.85,0,10392.72,77.2,41.73,0.64,10512.29,2453.63,-36609.88,-37.9700000000003,-124.440000000002,No Change
Dec 2016,State,GFDL,No Change,No Change,1555.21,47.48,54.25,107.85,60.45,86.78,35.6,1.92,33.31,0,-28.13,0,1474.42,48.34,38.91,0,1561.66,2559.51,-36475.25,105.88,134.630000000012,No Change
Jan 2017,State,GFDL,No Change,No Change,7862.77,160.44,51.67,99.89,120.93,22.67,35.63,2.04,166.15,0,-45.22,0,7536.19,59.15,39.91,0,7635.23,2527.95,-36503.74,-31.5600000000004,-28.4900000000125,No Change
Feb 2017,State,GFDL,No Change,No Change,4988.97,110.85,65.12,120.01,79.94,47.01,35.65,2.06,101.98,0,-37.36,0,4776.14,60.38,41.83,0,4878.32,2619.87,-36416.38,91.9200000000001,87.3600000000006,No Change
Mar 2017,State,GFDL,No Change,No Change,9747.27,238.9,106.12,213.42,107.84,46.74,37.01,2.8,184.82,0,-50.15,0,9323.55,120.61,52.16,0.87,9497.21,2644.56,-36385.33,24.6900000000001,31.0500000000029,No Change
Apr 2017,State,GFDL,No Change,No Change,4205.21,246.36,201.78,195.68,213.28,56.49,161.23,39.58,93.74,0,-53.39,0,3865.11,149.07,166.05,26.73,4206.95,2687.72,-36285.73,43.1600000000003,99.5999999999985,No Change
May 2017,State,GFDL,No Change,No Change,8236.65,387.39,445.65,320.49,493.7,97.31,191.83,45.94,124.27,0,-76.32,0,7725,192.46,222.18,99.65,8239.3,2800.11,-36393.77,112.389999999999,-108.040000000001,No Change
Jun 2017,State,GFDL,No Change,No Change,5623.03,176.22,469.8,323.47,410.07,208.36,288.4,73,69.85,0,-68.41,0,5376.97,189.23,336.77,147.56,6050.56,3120.22,-36591.36,320.110000000001,-197.589999999997,No Change
Jul 2017,State,GFDL,No Change,No Change,19192.01,307.94,137.52,247.62,283.27,146.08,207.91,51,287.55,0,-71.24,0,18596.53,131.87,266.04,145.71,19140.14,3200.56,-36952.89,80.3399999999997,-361.530000000006,No Change
Aug 2017,State,GFDL,No Change,No Change,16594.41,296.05,75.1,210.82,283.61,199.24,228.68,56.64,286.04,0,-55.75,0,16012.32,131.69,267.54,132.18,16543.71,3228.63,-37039.21,28.0700000000002,-86.3199999999924,No Change
Sep 2017,State,GFDL,No Change,No Change,12198.38,197.61,56.72,173.17,203.72,166.28,200.65,48.14,187.4,0,-44.13,0,11813.38,87.83,228.49,100.44,12230.13,3217.5,-37113.13,-11.1300000000001,-73.9200000000055,No Change
Oct 2017,State,GFDL,No Change,No Change,13317.8,231.9,54.78,134.76,182.41,63.39,59.84,9.48,219.65,0,-53.13,0,12866.27,86.01,73.53,15.96,13041.74,3178.98,-37222.79,-38.5199999999995,-109.659999999996,No Change
Nov 2017,State,GFDL,No Change,No Change,3476.25,94.78,67.63,78.58,114.48,47.68,35.84,1.97,90.21,0,-49.5,0,3291.27,66.51,43.76,0,3401.54,3274.84,-37122.57,95.8599999999997,100.219999999994,No Change
Dec 2017,State,GFDL,No Change,No Change,4953.26,73.46,52.92,113.02,84.68,85.56,35.86,1.95,67.21,0,-36.97,0,4812.62,51.22,40.38,0,4904.22,3331.75,-37115.72,56.9099999999999,6.8500000000131,No Change
Jan 2018,State,GFDL,No Change,No Change,5130.34,82.9,51,71.21,88.86,22.22,35.88,2.07,93.85,0,-46.5,0,4953.6,42.57,42.93,0,5039.09,3324.39,-37119.37,-7.36000000000013,-3.65000000001601,No Change
Feb 2018,State,GFDL,No Change,No Change,4248.92,67.64,55.88,101.49,65.67,48.57,35.9,2.24,73.01,0,-42.85,0,4108.27,47.77,44.69,0,4200.72,3381.88,-37105.82,57.4900000000002,13.5500000000102,No Change
Mar 2018,State,GFDL,No Change,No Change,7388.9,170.74,75.75,174.37,76.67,54.77,37.09,2.84,154.51,0,-52.71,0,7063.65,102.91,55.19,0.78,7222.53,3387.91,-37109.26,6.0300000000002,-3.44000000000233,No Change
Apr 2018,State,GFDL,No Change,No Change,3446.87,93.32,158.51,135.17,159.16,81.63,156.85,37.83,70.14,0,-51.16,0,3283.42,90.27,172.71,26.52,3572.9,3388.9,-37042.51,0.989999999999327,66.75,No Change
May 2018,State,GFDL,No Change,No Change,6703.07,178.95,341.26,163.21,370.16,104.89,231.75,57.13,96.34,0,-85.34,0,6427.78,177.04,264.29,104.91,6974.04,3412.74,-37169.04,23.8400000000001,-126.529999999999,No Change
Jun 2018,State,GFDL,No Change,No Change,6527.08,138.07,216.89,137.67,337.34,182.56,277.85,70.23,85.29,0,-70.21,0,6303.71,132.74,330.52,147.41,6914.35,3588.35,-37437.59,175.610000000001,-268.549999999996,No Change
Jul 2018,State,GFDL,No Change,No Change,13313.72,219.75,80.23,204.94,244.2,184.24,295.36,75.87,228.91,0,-54.5,0,12865.07,89.57,346.46,151.05,13452.16,3620.23,-37777.52,31.8799999999997,-339.93,No Change
Aug 2018,State,GFDL,No Change,No Change,9593.45,123.57,58.38,144.56,239.43,226.51,261.76,65.89,143.61,0,-36.43,0,9326.27,60.9,311.78,132.98,9831.91,3553.24,-37973.63,-66.9900000000002,-196.110000000008,No Change
Sep 2018,State,GFDL,No Change,No Change,18218.84,233.42,41.73,161.83,222.76,128.03,128.53,27.86,251.01,0,-45.54,0,17734.42,64.14,173,102.3,18073.86,3450.25,-38195.29,-102.99,-221.659999999996,No Change
Oct 2018,State,GFDL,No Change,No Change,10831.62,161.67,45.06,134.25,132.94,82.63,117.03,24.67,162.85,0,-38.31,0,10507.1,60.46,128.29,40.4,10736.27,3472.61,-38192.78,22.3599999999997,2.51000000000204,No Change
Nov 2018,State,GFDL,No Change,No Change,4305.01,85.15,50.53,87.09,90.4,51.21,36.49,2.13,89.5,0,-41.66,0,4130.35,51.05,45.8,0.21,4227.41,3486.98,-38200.99,14.3699999999999,-8.2100000000064,No Change
Dec 2018,State,GFDL,No Change,No Change,2066.38,51.63,47.13,100.75,72.87,86.77,36.09,1.96,50.63,0,-32.85,0,1964.13,44.77,45.43,0,2054.33,3514.75,-38187.72,27.7700000000004,13.2700000000041,No Change
Jan 2019,State,GFDL,No Change,No Change,3217.94,52.99,46.08,57.47,69.72,23.24,36.11,2.07,68.21,0,-37.81,0,3096.72,32.94,43.43,0,3173.07,3489.55,-38204.08,-25.2000000000003,-16.3600000000006,No Change
Feb 2019,State,GFDL,No Change,No Change,6438.5,126.4,51.38,129.32,94.26,50.51,39.04,3.14,139.15,0,-48.81,0,6172.96,53.5,54.85,1.02,6282.35,3526.65,-38207.69,37.0999999999999,-3.61000000000058,No Change
