Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,GFDL,No Change,High,2769.15,52.97,44.56,166.78,51.97,124.16,30.66,2.05,55.89,0,-34.43,0,2660.3,37.38,39.35,0,2737.03,2681.09,-35034.92,0,0,High
Feb 2016,State,GFDL,No Change,High,756.12,31.46,50.03,83.01,43.81,66.18,31.4,2.51,24.76,0,-25.56,0,699.89,46.41,42.19,0.24,788.73,2598.18,-35042.07,-82.9099999999999,-7.15000000000146,High
Mar 2016,State,GFDL,No Change,High,4055.35,132.11,64.11,131.39,81.58,86.48,81.81,15.1,105.11,0,-30.34,0,3818.13,100.06,94.19,8.04,4020.42,2562.49,-35071.98,-35.6900000000005,-29.9099999999962,High
Apr 2016,State,GFDL,No Change,High,572.74,103.98,113.95,123.93,182.84,155.61,300.8,79.56,16.62,0,-25.27,0,452.14,92.06,286.6,50.41,881.21,2530.11,-35071.94,-32.3800000000001,0.0399999999935972,High
May 2016,State,GFDL,No Change,High,1950.14,245.05,449.13,346.83,392.09,180.83,359.6,94.61,34.61,0,-27.63,0,1670.45,163.73,359.65,108,2301.83,2491.99,-35352.27,-38.1199999999999,-280.330000000002,High
Jun 2016,State,GFDL,No Change,High,882.35,83.32,324.46,250.26,408.19,340.57,456.15,118.47,14.6,0,-13.72,0,784.42,103.62,476.04,158.59,1522.68,2608.58,-35718.25,116.59,-365.979999999996,High
Jul 2016,State,GFDL,No Change,High,18779.75,297.2,99.72,254.46,283.95,206.81,262.08,67.4,284.75,0,-36.95,0,18197.81,102.26,316.98,149.21,18766.24,2537.84,-36213.64,-70.7399999999998,-495.389999999999,High
Aug 2016,State,GFDL,No Change,High,16974.57,294.07,68.03,226.19,268.54,190.19,278.75,72.76,300.02,0,-41.49,0,16380.5,99.04,304.59,128.93,16913.07,2492.67,-36309.73,-45.1700000000001,-96.0900000000038,High
Sep 2016,State,GFDL,No Change,High,14425.65,244.89,68.81,236.66,223.91,180.76,277.44,71.12,238.21,0,-37.32,0,13942.55,71.24,286.07,103.54,14403.39,2472.41,-36386.13,-20.2600000000002,-76.3999999999942,High
Oct 2016,State,GFDL,No Change,High,4984.19,97.08,59.64,132.67,113.87,121.28,221.9,55.03,84.35,0,-26.35,0,4802.76,57.81,201.48,37.99,5100.06,2435.81,-36495.1,-36.5999999999995,-108.969999999994,High
