Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,MPIM,High,Low,6930.82,133.35,42.54,195.47,101.13,130.22,40.84,2.17,143.14,0,-42.44,0,6654.33,51.95,48.07,0.19,6754.56,2684.25,-35396.2,0,0,No Change
Feb 2016,State,MPIM,High,Low,7996.8,144.9,45.36,116.29,121.68,56.54,54.44,7.04,164.16,0,-49.57,0,7687.76,58.38,60.53,5.79,7812.49,2645.77,-35334.35,-38.48,61.8499999999985,No Change
Mar 2016,State,MPIM,High,Low,2570.02,63.77,57.67,123.7,55.21,102.7,72.6,11.27,63.85,0,-32.87,0,2442.4,78.09,84.16,9.1,2613.76,2697.76,-35272.94,51.9900000000002,61.4100000000035,No Change
Apr 2016,State,MPIM,High,Low,1391.05,79.25,75.97,106.92,180.02,167.83,234.9,58.47,37.1,0,-24.41,0,1274.7,60.51,225.55,30.36,1591.1,2627.43,-35312.4,-70.3299999999999,-39.4599999999991,No Change
May 2016,State,MPIM,High,Low,16531.14,352.21,229.8,203.38,377.56,89.92,132.49,27.72,242.48,0,-63.24,0,15936.43,154.24,163.51,89.75,16343.96,2590.53,-35506.49,-36.9000000000005,-194.089999999997,No Change
Jun 2016,State,MPIM,High,Low,4846.03,121.51,255.34,190.38,369.11,271.25,323.31,81.35,74.55,0,-38.25,0,4649.96,126.89,355.27,143.27,5275.38,2819.42,-35521.78,228.89,-15.2900000000009,No Change
Jul 2016,State,MPIM,High,Low,14356.53,239.86,78.55,210.43,274.66,206.62,283.51,71.47,250.86,0,-51.72,0,13865.8,91.66,324.48,148.47,14430.43,2803.97,-35870.72,-15.4499999999998,-348.940000000002,No Change
Aug 2016,State,MPIM,High,Low,6271.76,82.79,51.97,125.61,245.86,285.28,273.5,68.04,92.67,0,-20.71,0,6096.31,69.26,313.12,127.58,6606.28,2759.55,-36032.09,-44.4200000000001,-161.369999999995,No Change
Sep 2016,State,MPIM,High,Low,9098.22,132.03,37.08,128.36,184.11,186.22,217.18,51.68,137.59,0,-23.31,0,8828.61,66.19,239.82,101.67,9236.29,2612.47,-36293.16,-147.08,-261.070000000007,No Change
Oct 2016,State,MPIM,High,Low,15435.55,249.82,31.73,152.83,164.99,60.89,75.22,12.83,248.21,0,-47.77,0,14937.52,72.38,83.61,27.71,15121.23,2536.06,-36446.07,-76.4099999999999,-152.910000000003,No Change
Nov 2016,State,MPIM,High,Low,2295.53,54.73,47.33,61.91,78.59,50.75,43.25,2.97,51.38,0,-36.88,0,2189.41,49.18,48.8,1.67,2289.05,2618.94,-36335.74,82.8799999999997,110.330000000009,No Change
Dec 2016,State,MPIM,High,Low,4973.57,90.01,44.09,130.5,81.07,88.7,40.84,1.92,80.57,0,-39.52,0,4803,50.76,43.45,0,4897.2,2638.25,-36363.16,19.3099999999999,-27.4200000000055,No Change
Jan 2017,State,MPIM,High,Low,5471.34,95.95,43.31,79.48,83.2,26.62,40.86,2.04,104.8,0,-40.56,0,5270.58,43.77,45.21,0,5359.59,2626.08,-36361.03,-12.1700000000001,2.13000000000466,No Change
Feb 2017,State,MPIM,High,Low,4286.79,80.57,46.6,94.82,74.18,51.82,41.57,2.4,88.98,0,-41.45,0,4117.26,51.44,51,0.32,4220.02,2676.24,-36335.63,50.1599999999999,25.4000000000087,No Change
Mar 2017,State,MPIM,High,Low,5653,118.61,55.24,129.06,80.28,75.09,80.28,12.34,119.84,0,-42.11,0,5414.55,81.71,91.51,8.71,5596.51,2686.78,-36327.59,10.54,8.03999999997905,No Change
Apr 2017,State,MPIM,High,Low,6480.91,167.17,102.83,129.78,160.95,71.56,153.89,35.92,123.67,0,-41.34,0,6190.05,92.19,159.2,23.48,6464.91,2668.39,-36326.53,-18.3899999999994,1.06000000001222,No Change
May 2017,State,MPIM,High,Low,10399.29,262.01,341.24,232.47,369.5,97.13,170.69,38.62,139.14,0,-68.16,0,9998.12,166.58,207.36,103.73,10475.81,2716.55,-36385.64,48.1599999999999,-59.1100000000006,No Change
Jun 2017,State,MPIM,High,Low,3813.48,122.85,284.93,148.04,387.85,212.74,321.79,80.34,55.33,0,-65.76,0,3635.29,150.35,369.88,156.69,4312.21,2913.63,-36550.46,197.08,-164.82,No Change
Jul 2017,State,MPIM,High,Low,8307.54,113.13,77.73,175.01,274.74,290.13,311.6,78.44,123.51,0,-36.02,0,8070.89,67.25,365,155.17,8658.31,2960.32,-36958.99,46.6900000000001,-408.530000000006,No Change
Aug 2017,State,MPIM,High,Low,12757.54,219.55,49,153.84,245.81,183.19,258.81,64.71,223.66,0,-38.26,0,12314.33,90.32,293.82,134.02,12832.52,2813.11,-37259.82,-147.21,-300.830000000002,No Change
Sep 2017,State,MPIM,High,Low,13076.76,211.27,37.94,142.42,223.66,155.25,197.43,46.42,219.04,0,-39.19,0,12646.45,77.58,220.79,104.15,13048.97,2775.97,-37402.51,-37.1399999999994,-142.689999999988,No Change
Oct 2017,State,MPIM,High,Low,8490.71,145.53,31.13,123.44,120.92,84.34,174.84,40.76,145.17,0,-39.78,0,8199.99,56.45,165.88,31.32,8453.63,2774.59,-37477.84,-1.38000000000011,-75.3300000000017,No Change
Nov 2017,State,MPIM,High,Low,4083.51,72.78,45.69,73.07,79.38,45.63,47.34,4.11,71.33,0,-35.91,0,3939.39,47.57,54.48,2.19,4043.62,2779.36,-37537.83,4.76999999999953,-59.989999999998,No Change
Dec 2017,State,MPIM,High,Low,5467.14,101.75,42.95,143.61,81.82,88.9,41.21,1.92,91.18,0,-43.03,0,5274.18,51.19,44.6,0,5369.98,2801.88,-37547.83,22.5200000000004,-10.0000000000146,No Change
Jan 2018,State,MPIM,High,Low,2395.45,49.39,42.9,48.98,65.92,26.91,41.23,2.05,57.67,0,-34.69,0,2288.4,39.02,45.07,0,2372.5,2789.46,-37538.93,-12.4200000000001,8.90000000001601,No Change
Feb 2018,State,MPIM,High,Low,2408.47,51.95,46.27,87.13,52.67,54.93,41.7,2.24,49.86,0,-33.58,0,2306.66,46.97,50.83,0.22,2404.65,2822.56,-37555.13,33.0999999999999,-16.2000000000116,No Change
Mar 2018,State,MPIM,High,Low,3516.98,82.02,55.17,135.5,61.09,97.47,85.96,13.27,64.91,0,-36.13,0,3370.03,74.24,97.05,9.01,3550.34,2808.91,-37578.56,-13.6500000000001,-23.429999999993,No Change
Apr 2018,State,MPIM,High,Low,3337.23,135.36,77.4,96.28,157.01,99.07,222.47,55.23,76.51,0,-32.01,0,3125.35,90.56,216.02,32.42,3464.34,2748.17,-37631.49,-60.7399999999998,-52.929999999993,No Change
