Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,GFDL,No Change,High,2769.15,52.97,44.56,166.78,51.97,124.16,30.66,2.05,55.89,0,-34.43,0,2660.3,37.38,39.35,0,2737.03,2681.09,-35034.92,0,0,Low
Feb 2016,State,GFDL,No Change,High,756.12,31.46,50.03,83.17,43.47,66,31.1,2.41,24.76,0,-25.55,0,699.89,46.41,41.85,0.24,788.39,2598.18,-35042.07,-82.9099999999999,-7.15000000000146,Low
Mar 2016,State,GFDL,No Change,High,4055.35,132.11,64.11,135.64,69.67,77.88,61.37,10.02,105.11,0,-31.28,0,3818.13,100.06,75.5,8.04,4001.72,2562.49,-35071.79,-35.6900000000005,-29.7199999999939,Low
Apr 2016,State,GFDL,No Change,High,572.74,104.06,113.95,129.28,146.2,122.44,192.77,48.73,16.62,0,-27.69,0,452.06,92.67,194.98,50.41,790.13,2530.12,-35057.32,-32.3699999999999,14.4699999999939,Low
May 2016,State,GFDL,No Change,High,1950.14,245.99,449.13,361.37,325.89,127.12,228.05,57.59,34.61,0,-30.46,0,1669.53,165.43,241.09,108,2184.07,2502.92,-35262.84,-27.1999999999998,-205.519999999997,Low
Jun 2016,State,GFDL,No Change,High,882.35,86.14,324.46,266.04,307.27,252.44,285.99,73.38,14.6,0,-17.09,0,781.61,106.8,314.97,158.59,1361.95,2631.03,-35537.14,128.11,-274.300000000003,Low
Jul 2016,State,GFDL,No Change,High,18779.75,298.77,99.72,273.17,205.76,142.75,169.56,41.41,284.75,0,-40.61,0,18196.21,102.91,214.68,149.21,18663.02,2583.51,-35910.83,-47.5199999999995,-373.690000000002,Low
Aug 2016,State,GFDL,No Change,High,16974.57,294.51,68.03,243,210.17,145.46,179.56,44.75,300.02,0,-45.32,0,16380.04,100.14,206.05,128.93,16815.2,2559.97,-35944.02,-23.54,-33.1899999999951,Low
Sep 2016,State,GFDL,No Change,High,14425.65,245.69,68.81,244.46,163.86,124.97,178.77,43.53,238.21,0,-39.26,0,13941.76,70.38,193.37,103.54,14309.08,2553.45,-35953.06,-6.52000000000044,-9.04000000000087,Low
Oct 2016,State,GFDL,No Change,High,4984.19,97.06,59.64,131.73,92.56,95.71,145.47,34.57,84.35,0,-28.36,0,4802.79,56.49,141.53,37.99,5038.79,2534.21,-35992.9,-19.2399999999998,-39.8400000000038,Low
Nov 2016,State,GFDL,No Change,High,10832.19,221.01,57.71,137.37,150.61,36.88,31.56,2.21,218.41,0,-49.09,0,10392.76,76.73,38.01,0.64,10508.13,2500.41,-36085.78,-33.8000000000002,-92.8799999999974,Low
Dec 2016,State,GFDL,No Change,High,1555.21,47.34,54.25,107.63,60.26,87.05,30.83,1.92,33.31,0,-28.27,0,1474.56,49.04,35.46,0,1559.04,2605.49,-35946.46,105.08,139.320000000007,Low
Jan 2017,State,GFDL,No Change,High,7862.77,160.4,51.67,99.63,118.33,19.13,30.84,2.04,166.15,0,-45.45,0,7536.22,58.7,36.35,0,7631.25,2572.14,-35970.31,-33.3499999999999,-23.8500000000058,Low
Feb 2017,State,GFDL,No Change,High,4988.97,110.81,65.12,119.72,77.39,43.5,30.85,2.06,101.98,0,-37.61,0,4776.18,59.92,38.3,0,4874.4,2663.77,-35878.41,91.6300000000001,91.9000000000015,Low
Mar 2017,State,GFDL,No Change,High,9747.27,238.82,106.12,213.33,105.89,43.99,31.88,2.67,184.82,0,-50.39,0,9323.63,120.1,48.41,0.87,9493.02,2688.14,-35842.81,24.3700000000003,35.5999999999985,Low
Apr 2017,State,GFDL,No Change,High,4205.21,246.53,201.78,199.33,200.72,46.63,125.04,30.3,93.74,0,-53.83,0,3864.95,148.73,136.23,26.73,4176.61,2730.84,-35738.44,42.6999999999998,104.369999999995,Low
May 2017,State,GFDL,No Change,High,8236.65,387.41,445.65,328.6,466.54,76.19,148.02,34.95,124.27,0,-78.55,0,7724.99,192.65,179.9,99.65,8197.18,2843.48,-35820.02,112.639999999999,-81.5799999999945,Low
Jun 2017,State,GFDL,No Change,High,5623.03,176.86,469.8,333.11,360.9,167.66,220.42,55.27,69.85,0,-70.06,0,5376.32,190.34,269.08,147.56,5983.32,3166.98,-35987.01,323.5,-166.990000000005,Low
Jul 2017,State,GFDL,No Change,High,19192.01,308.52,137.52,255.74,247.26,117.23,160.06,38.78,287.55,0,-72.83,0,18595.94,133.11,213.99,145.71,19088.73,3256.3,-36299.94,89.3199999999997,-312.93,Low
Aug 2017,State,GFDL,No Change,High,16594.41,296.34,75.1,218.98,252.17,174.06,175.64,43.17,286.04,0,-58.01,0,16012.03,132.33,214.91,132.18,16491.47,3293.63,-36352.22,37.3300000000004,-52.2799999999988,Low
Sep 2017,State,GFDL,No Change,High,12198.38,197.98,56.72,178.1,173.72,140.09,154.63,36.69,187.4,0,-45.44,0,11813.01,88.42,184,100.44,12185.87,3289.31,-36388.85,-4.31999999999971,-36.6299999999901,Low
Oct 2017,State,GFDL,No Change,High,13317.8,231.85,54.78,145.8,166.05,58.58,49.02,7.76,219.65,0,-52.61,0,12866.32,85.97,64.57,15.96,13032.8,3256.85,-36465.24,-32.46,-76.3900000000067,Low
