Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,NCAR,High,Low,272.92,10.52,41.43,142.69,31.15,131.58,40.6,2.08,7.58,0,-21.96,0,254.8,31.65,47.93,0.05,334.45,2684.25,-35426.64,0,0,No Change
Feb 2016,State,NCAR,High,Low,5564.36,102.55,45.63,103.21,96.43,67.74,55.54,7.12,109.82,0,-37.41,0,5351.98,53.7,66.75,5.6,5478.03,2574.41,-35479.56,-109.84,-52.9199999999983,No Change
Mar 2016,State,NCAR,High,Low,1362.2,35.39,58.26,121.59,78.1,144.23,79.41,12.91,36.71,0,-26.22,0,1290.1,64.41,95.85,9.76,1460.11,2584.76,-35461.13,10.3500000000004,18.429999999993,No Change
Apr 2016,State,NCAR,High,Low,4265.3,99.31,91.98,124.51,174.19,139.24,219.49,54.49,100.67,0,-32.76,0,4065.33,64.59,215.82,41.14,4386.92,2489.28,-35526.88,-95.4800000000005,-65.75,No Change
May 2016,State,NCAR,High,Low,3927.25,57.06,131.94,108.01,291.65,261.91,250.46,60.55,48.23,0,-10,0,3821.94,61.26,277.34,115.19,4275.72,2473.38,-35665.12,-15.8999999999996,-138.239999999991,No Change
Jun 2016,State,NCAR,High,Low,7725.24,97.22,55.04,139.38,266.48,301.34,266.47,65.75,109.67,0,-18.97,0,7518.34,66.72,317.96,157.35,8060.37,2415.68,-35931.96,-57.6999999999998,-266.840000000004,No Change
Jul 2016,State,NCAR,High,Low,18588.46,264.66,37.05,188.42,256.84,170.7,210.61,50.66,292.06,0,-43.73,0,18031.75,70.91,256.18,148,18506.83,2263.54,-36199.31,-152.14,-267.349999999999,No Change
Aug 2016,State,NCAR,High,Low,17691.79,261.39,34.54,153.92,242.75,124.73,190.35,45.11,290.86,0,-48.67,0,17139.55,72.67,223.32,126.5,17562.03,2253.45,-36258.96,-10.0900000000001,-59.6500000000015,No Change
Sep 2016,State,NCAR,High,Low,24672.75,350.84,32.25,236.41,204.2,67.75,128.17,26.53,371.24,0,-62.42,0,23950.66,72.63,145.99,96.37,24265.65,2293.4,-36288.52,39.9500000000003,-29.5599999999977,No Change
Oct 2016,State,NCAR,High,Low,1995.09,35.11,30.41,73.21,96.39,111.07,234.64,55.14,43.75,0,-21.12,0,1916.22,28.12,210.24,42.07,2196.66,2385.51,-36177.72,92.1100000000001,110.799999999996,No Change
Nov 2016,State,NCAR,High,Low,1564.02,34.91,39,31.77,69.74,34.42,56.46,6.36,39.5,0,-26.82,0,1489.6,33.64,58.6,2.8,1584.62,2340.04,-36376.64,-45.4700000000003,-198.920000000006,No Change
Dec 2016,State,NCAR,High,Low,1585.39,44.15,38.07,100.17,56.89,87.22,40.84,1.91,40.27,0,-28.54,0,1500.96,40.94,42.03,0,1583.92,2366.9,-36416.88,26.8600000000001,-40.239999999998,No Change
