Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,GFDL,High,Low,2769.15,52.95,44.56,167.36,57.22,131.27,40.52,2.05,55.89,0,-34.01,0,2660.3,38.23,47.07,0,2745.6,2684.25,-35435.08,0,0,Low
Feb 2016,State,GFDL,High,Low,756.12,31.43,50.03,83.75,46.45,70.96,40.98,2.41,24.76,0,-25.05,0,699.92,47.28,49.39,0.24,796.83,2601.61,-35451.65,-82.6400000000003,-16.5699999999997,Low
Mar 2016,State,GFDL,High,Low,4055.35,115.4,64.11,136.46,99.51,100.18,71.27,10.03,105.11,0,-34.64,0,3834.84,78.36,83.24,8.04,4004.46,2566.27,-35490.74,-35.3399999999997,-39.0899999999965,Low
Apr 2016,State,GFDL,High,Low,572.74,103.16,113.95,130.04,148.2,126.35,202.66,48.76,16.62,0,-27.31,0,452.96,92.55,202.79,50.41,798.7,2543.58,-35489.52,-22.6900000000001,1.21999999998661,Low
May 2016,State,GFDL,High,Low,1950.14,244.26,449.13,362.19,329.75,132.26,237.96,57.59,34.61,0,-30.28,0,1671.25,163.99,248.89,108,2192.16,2516.55,-35704.56,-27.0299999999997,-215.039999999986,Low
Jun 2016,State,GFDL,High,Low,882.35,87.17,324.46,266.86,306.99,255,295.92,73.37,14.6,0,-16.29,0,780.57,109.1,322.86,158.59,1371.11,2645.51,-35988.6,128.96,-284.039999999994,Low
Jul 2016,State,GFDL,High,Low,18779.75,298.59,99.72,273.93,209.39,148.36,179.48,41.41,284.75,0,-40.17,0,18196.4,103.53,222.72,149.21,18671.85,2597.17,-36371.4,-48.3400000000001,-382.800000000003,Low
Aug 2016,State,GFDL,High,Low,16974.57,296.01,68.03,243.71,215.39,153.27,189.5,44.75,300.02,0,-44.55,0,16378.55,102.75,214.07,128.93,16824.31,2573.58,-36414.13,-23.5900000000001,-42.7300000000032,Low
Sep 2016,State,GFDL,High,Low,14425.65,261.13,68.81,245.06,178.14,147.23,188.74,43.53,238.21,0,-35.65,0,13926.34,89.62,201.38,103.54,14320.88,2566.4,-36432.38,-7.18000000000029,-18.25,Low
Oct 2016,State,GFDL,High,Low,4984.19,97.96,59.64,132.48,94.86,98.3,155.46,34.57,84.35,0,-27.97,0,4801.9,56.52,149.55,37.99,5045.96,2541.15,-36478.57,-25.2499999999995,-46.1899999999951,Low
