Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,NCAR,No Change,Low,272.92,10.52,41.43,142.64,31.02,131.36,40.23,2.08,7.58,0,-21.97,0,254.8,31.63,47.66,0.05,334.14,2684.25,-35426.64,0,0,High
Feb 2016,State,NCAR,No Change,Low,5564.36,102.55,45.63,101.6,100.63,70.28,58.89,8.12,109.82,0,-37.41,0,5351.97,53.68,70.77,5.6,5482,2574.39,-35479.19,-109.86,-52.5500000000029,High
Mar 2016,State,NCAR,No Change,Low,1362.2,35.45,58.26,119.21,84.61,148.38,88.73,15.52,36.71,0,-26.13,0,1290.04,64.43,105.03,9.76,1469.24,2584.72,-35463.11,10.3300000000004,16.0800000000017,High
Apr 2016,State,NCAR,No Change,Low,4265.3,99.31,91.98,121.11,188.47,150.77,263.8,67.44,100.67,0,-31.92,0,4065.32,64.36,253.31,41.14,4424.18,2489.11,-35535.5,-95.6100000000006,-72.3899999999994,High
May 2016,State,NCAR,No Change,Low,3927.25,57.83,131.94,101.29,328.76,297.86,302.5,75.2,48.23,0,-4.53,0,3821.19,62.11,327.26,115.19,4325.72,2469.87,-35704.25,-19.2399999999998,-168.75,High
Jun 2016,State,NCAR,No Change,Low,7725.24,98.19,55.04,139.2,320.28,352.13,322.49,81.68,109.67,0,-17.38,0,7517.38,63.25,378.31,157.35,8116.28,2400.82,-36003.03,-69.0499999999997,-298.780000000006,High
Jul 2016,State,NCAR,No Change,Low,18588.46,264.47,37.05,187.41,295.02,207.44,252.69,62.67,292.06,0,-41.9,0,18031.93,68.45,303.33,148,18551.72,2231.45,-36308.86,-169.37,-305.829999999994,High
Aug 2016,State,NCAR,No Change,Low,17691.79,261.12,34.54,148.96,279.15,155.63,227.35,55.77,290.86,0,-47.54,0,17139.81,70.72,263.82,126.5,17600.84,2205.69,-36396.7,-25.7599999999998,-87.8399999999965,High
Sep 2016,State,NCAR,No Change,Low,24672.75,350.66,32.25,235.8,215.11,78.21,149.6,32.68,371.24,0,-61.92,0,23950.85,72.13,168.22,96.37,24287.57,2236.95,-36451.47,31.2599999999998,-54.7699999999968,High
Oct 2016,State,NCAR,No Change,Low,1995.09,34.98,30.41,74.58,107.09,124.36,282.66,68.09,43.75,0,-19.99,0,1916.36,28.06,247.84,42.07,2234.31,2322.53,-36355.42,85.5799999999999,96.0499999999884,High
