Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,GFDL,No Change,High,2769.15,52.97,44.56,166.78,51.97,124.16,30.66,2.05,55.89,0,-34.43,0,2660.3,37.38,39.35,0,2737.03,2681.09,-35034.92,0,0,No Change
Feb 2016,State,GFDL,No Change,High,756.12,31.46,50.03,83.1,43.64,66.09,31.24,2.46,24.76,0,-25.56,0,699.89,46.41,42.03,0.24,788.56,2598.18,-35042.07,-82.9099999999999,-7.15000000000146,No Change
Mar 2016,State,GFDL,No Change,High,4055.35,132.11,64.11,133.52,75.62,82.18,71.6,12.57,105.11,0,-30.81,0,3818.13,100.06,84.84,8.04,4011.06,2562.49,-35071.89,-35.6900000000005,-29.8199999999997,No Change
Apr 2016,State,GFDL,No Change,High,572.74,104.02,113.95,126.6,162.89,137.38,246.78,64.15,16.62,0,-26.48,0,452.1,92.37,240.79,50.41,835.68,2530.12,-35064.63,-32.3699999999999,7.26000000000204,No Change
May 2016,State,GFDL,No Change,High,1950.14,245.53,449.13,354.07,359.18,154.12,293.81,76.12,34.61,0,-29.04,0,1670,164.57,300.43,108,2243,2497.45,-35307.56,-32.6700000000001,-242.93,No Change
Jun 2016,State,GFDL,No Change,High,882.35,85.41,324.46,257.88,361.85,298.74,371.07,96.05,14.6,0,-15.46,0,782.34,104.33,395.67,158.59,1440.94,2619.77,-35627.68,122.32,-320.120000000003,No Change
Jul 2016,State,GFDL,No Change,High,18779.75,298.14,99.72,263.94,245.5,174.36,215.81,54.49,284.75,0,-38.92,0,18196.84,101.72,266.42,149.21,18714.17,2562.22,-36062.15,-57.5499999999997,-434.470000000008,No Change
Aug 2016,State,GFDL,No Change,High,16974.57,294.32,68.03,234.33,238.52,166.1,229.15,58.75,300.02,0,-43.54,0,16380.24,99.14,255.18,128.93,16863.5,2528.23,-36126.83,-33.9900000000002,-64.679999999993,No Change
Sep 2016,State,GFDL,No Change,High,14425.65,245.25,68.81,240.6,194.62,153.26,228.1,57.4,238.21,0,-38.5,0,13942.19,70.6,240.19,103.54,14356.52,2515.87,-36169.67,-12.3600000000001,-42.8400000000038,No Change
Oct 2016,State,GFDL,No Change,High,4984.19,97.04,59.64,132.23,103.19,108.51,183.68,44.8,84.35,0,-27.37,0,4802.8,57.13,171.5,37.99,5069.44,2487.75,-36244.21,-28.1199999999999,-74.5400000000009,No Change
Nov 2016,State,GFDL,No Change,High,10832.19,221.07,57.71,136.8,150.71,36.45,31.82,2.3,218.41,0,-49.06,0,10392.71,76.8,37.93,0.64,10508.06,2449.81,-36364.09,-37.9400000000001,-119.879999999997,No Change
Dec 2016,State,GFDL,No Change,High,1555.21,47.38,54.25,107.54,60.27,86.97,30.83,1.92,33.31,0,-28.26,0,1474.54,49.05,35.23,0,1558.81,2555.66,-36224.9,105.85,139.19000000001,No Change
Jan 2017,State,GFDL,No Change,High,7862.77,160.45,51.67,99.65,118.35,19.18,30.84,2.04,166.15,0,-45.42,0,7536.16,58.76,36.14,0,7631.03,2522.61,-36248.74,-33.0500000000002,-23.8400000000038,No Change
Feb 2017,State,GFDL,No Change,High,4988.97,110.85,65.12,119.73,77.37,43.52,30.85,2.05,101.98,0,-37.59,0,4776.13,59.96,38.04,0,4874.13,2614.42,-36156.8,91.8100000000004,91.9399999999951,No Change
Mar 2017,State,GFDL,No Change,High,9747.27,238.92,106.12,213.09,106.23,44.13,32.23,2.79,184.82,0,-50.36,0,9323.53,120.22,48.33,0.87,9492.94,2639.02,-36121.17,24.5999999999999,35.6299999999974,No Change
Apr 2017,State,GFDL,No Change,High,4205.21,246.58,201.78,195.25,211.88,53.92,156.44,39.59,93.74,0,-53.62,0,3864.89,148.79,162.25,26.73,4202.63,2682.22,-36017.01,43.2000000000003,104.160000000003,No Change
May 2017,State,GFDL,No Change,High,8236.65,387.39,445.65,319.95,487.57,94.74,187.04,45.94,124.27,0,-75.91,0,7725.01,196.16,218.3,99.65,8239.13,2794.78,-36120.46,112.559999999999,-103.450000000004,No Change
Jun 2017,State,GFDL,No Change,High,5623.03,176.35,469.8,323.2,412.48,205.13,283.6,73,69.85,0,-69.27,0,5376.83,184.87,332.64,147.56,6041.92,3110.38,-36312.84,315.6,-192.37999999999,No Change
Jul 2017,State,GFDL,No Change,High,19192.01,307.99,137.52,247.32,281.64,143.47,203.1,51,287.55,0,-71.43,0,18596.46,131.5,262.16,145.71,19135.82,3195.7,-36670.44,85.3200000000002,-357.600000000006,No Change
