Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,UKMO,No Change,Low,3845.06,84.34,71.48,186.19,88.22,128.46,40.13,2.05,82.47,0,-38.17,0,3678.26,48.05,45.32,0,3771.64,2684.25,-35328.92,0,0,No Change
Feb 2016,State,UKMO,No Change,Low,3765.82,70.94,75.65,120.87,75.6,57.21,40.15,2.23,70.75,0,-39.25,0,3624.11,46.58,46.86,0,3717.55,2636.75,-35322.69,-47.5,6.2300000000032,No Change
Mar 2016,State,UKMO,No Change,Low,2387.48,76.24,135.34,190.06,68.22,87.51,55.59,6.73,54.68,0,-43.93,0,2256.56,84.72,71.51,4.49,2417.28,2646.18,-35329.09,9.42999999999984,-6.40000000000146,No Change
Apr 2016,State,UKMO,No Change,Low,2488.73,230.98,234.56,224.66,222.37,88.51,219.58,54.47,42.19,0,-40.97,0,2215.55,147.99,218.76,42.41,2624.71,2604.25,-35371.66,-41.9299999999998,-42.5699999999997,No Change
May 2016,State,UKMO,No Change,Low,884.78,232.81,556.04,426.21,399.01,171.83,316.14,78.9,10.42,0,-31.77,0,641.55,167.23,329.63,122.48,1260.88,2684.47,-35577.98,80.2200000000003,-206.32,No Change
Jun 2016,State,UKMO,No Change,Low,4107.39,161.69,697.81,614.46,371.75,292.58,343.83,87.49,68.1,0,-3.6,0,3877.61,169.48,383.16,158.42,4588.68,2819.25,-35959.05,134.78,-381.07,No Change
Jul 2016,State,UKMO,No Change,Low,8048.5,142.27,165.87,259.29,276.77,302.44,353.36,90.53,133.85,0,-23.37,0,7772.37,97.87,395.21,162.61,8428.05,2771.61,-36309.34,-47.6399999999999,-350.290000000008,No Change
Aug 2016,State,UKMO,No Change,Low,13630.75,237.86,82.41,225.99,245.06,233.17,266.29,66.52,225.27,0,-27.41,0,13167.59,109.76,298.46,136.15,13711.97,2613.58,-36624.29,-158.03,-314.949999999997,No Change
Sep 2016,State,UKMO,No Change,Low,26110.13,358.38,55.68,287.44,214,134.55,104.76,19.24,357.52,0,-46.53,0,25394.22,93.73,135.15,99.32,25722.41,2526.79,-36762.33,-86.79,-138.040000000008,No Change
Oct 2016,State,UKMO,No Change,Low,17600.67,271.75,39.22,224.1,131.11,68.5,94.31,17.16,258.63,0,-48.43,0,17070.28,72.7,97.46,30.72,17271.17,2556.6,-36636.17,29.8100000000004,126.160000000011,No Change
Nov 2016,State,UKMO,No Change,Low,5443.71,120.7,59.53,102.6,114.24,54.48,40.48,1.99,124.26,0,-45.37,0,5198.74,63.25,45.13,0.08,5307.18,2598.89,-36533.84,42.29,102.329999999994,No Change
Dec 2016,State,UKMO,No Change,Low,4660.78,110.66,50.01,128.07,102.69,90.54,40.4,1.93,105.93,0,-37.58,0,4444.19,58.02,43.69,0,4545.91,2652.01,-36493.5,53.1199999999999,40.3400000000111,No Change
Jan 2017,State,UKMO,No Change,Low,7948.24,143.07,50.42,103.46,109.58,26.6,40.42,2.05,150.56,0,-45.94,0,7654.6,53.02,43.87,0,7751.49,2658.92,-36463.62,6.90999999999985,29.8799999999828,No Change
Feb 2017,State,UKMO,No Change,Low,3508.66,70.17,56.25,106.52,63.89,53.26,40.45,2.22,69.52,0,-36.24,0,3368.95,45.5,47.92,0,3462.35,2736.36,-36397.35,77.4399999999996,66.2700000000114,No Change
Mar 2017,State,UKMO,No Change,Low,13305.42,271.58,106.37,247.58,116.27,50.87,52.29,5.84,246.6,0,-56.85,0,12787.25,121.82,67.54,8.8,12985.4,2737.3,-36402.3,0.940000000000509,-4.95000000000437,No Change
Apr 2017,State,UKMO,No Change,Low,15785.71,381.3,353.9,411.95,260.53,40.98,125.21,27.97,305.37,0,-53.23,0,15099.04,156.94,138,28.46,15422.43,2781.56,-36267.77,44.2599999999993,134.529999999992,No Change
May 2017,State,UKMO,No Change,Low,2929.85,269.3,633.77,488.55,388.37,130.8,282.01,69.81,55.32,0,-34.42,0,2605.24,191.39,293.58,98.21,3188.42,2960.35,-36141.34,178.79,126.430000000008,No Change
Jun 2017,State,UKMO,No Change,Low,8457.06,285.7,574.18,473.29,405.33,162.28,303.67,76.37,144.15,0,-47.85,0,8027.21,191.39,347.52,153.24,8719.37,3136.51,-36430.83,176.16,-289.489999999998,No Change
Jul 2017,State,UKMO,No Change,Low,8399.09,182.04,246.04,288.9,287.03,227.86,349.07,89.47,146.21,0,-40.8,0,8070.85,120.82,392.43,155.12,8739.2,3259.31,-36715.07,122.8,-284.239999999998,No Change
Aug 2017,State,UKMO,No Change,Low,18924.21,317.39,162.72,300.07,292.67,201.83,176.08,40.8,266.91,0,-49.94,0,18339.91,139.13,229.97,130.82,18839.8,3185.64,-37024.37,-73.6699999999996,-309.30000000001,No Change
Sep 2017,State,UKMO,No Change,Low,6627,225.69,589.86,614.15,253.95,198.84,255.38,62.85,114.9,0,-11.21,0,6286.4,157.51,277.52,101.62,6823.06,3181.82,-37073.49,-3.82000000000062,-49.1199999999881,No Change
Oct 2017,State,UKMO,No Change,Low,2316.88,107.8,170.5,199.1,126.2,108.24,210.91,48.67,52.92,0,-30.26,0,2156.15,91.47,192.27,35.05,2474.99,3151.95,-37263.95,-29.8699999999999,-190.459999999999,No Change
Nov 2017,State,UKMO,No Change,Low,4579.41,87.67,79.6,90.3,97.09,37.75,40.85,2.03,79.43,0,-42.79,0,4412.3,60.43,47.53,0.16,4520.4,3139.85,-37438.57,-12.0999999999995,-174.620000000003,No Change
Dec 2017,State,UKMO,No Change,Low,547.24,28.8,62.99,103.81,59.97,89.31,40.69,1.95,16.14,0,-31.06,0,502.29,48.38,43.69,0,594.36,3190.48,-37440.9,50.6299999999997,-2.33000000000175,No Change
Jan 2018,State,UKMO,No Change,Low,1258.52,20.36,59.22,51.94,55.06,26.67,40.71,2.06,26.39,0,-33.69,0,1211.77,32.94,45.47,0,1290.19,3156.17,-37494.54,-34.3099999999999,-53.6399999999994,No Change
Feb 2018,State,UKMO,No Change,Low,2351.61,42.46,65.35,97.03,55.71,53.87,40.74,2,45.24,0,-35.64,0,2263.92,44.59,50.14,0,2358.64,3177.74,-37540.47,21.5699999999997,-45.9300000000003,No Change
Mar 2018,State,UKMO,No Change,Low,3629.84,148.09,129.55,187.1,88.02,67.42,62.43,8.1,76.79,0,-42.64,0,3404.95,112.62,84.05,4.41,3606,3168.17,-37569.63,-9.56999999999971,-29.1599999999962,No Change
Apr 2018,State,UKMO,No Change,Low,3710.37,363.14,388.06,345.16,391.91,69.93,223.19,55.3,85,0,-60.41,0,3262.24,144.47,223.24,43.2,3673.14,3159.03,-37594.22,-9.14000000000033,-24.5900000000038,No Change
May 2018,State,UKMO,No Change,Low,1903.59,200.01,781.47,600.42,384.39,143.43,306.66,74.45,26.94,0,-47.65,0,1676.64,187.7,330.37,123.11,2317.84,3425.65,-37780.71,266.62,-186.489999999998,No Change
Jun 2018,State,UKMO,No Change,Low,10556.47,275.93,431,356.06,407.33,217.05,269.75,67.01,173.2,0,-57.07,0,10107.33,217.69,324.53,154.81,10804.34,3568.46,-38156.71,142.81,-375.999999999993,No Change
Jul 2018,State,UKMO,No Change,Low,6804.23,155.67,173.59,223.33,286.44,289.38,355.34,90.12,111.3,0,-26.19,0,6537.29,135.04,409.84,161.22,7243.41,3636.93,-38398.13,68.4700000000003,-241.420000000013,No Change
Aug 2018,State,UKMO,No Change,Low,18343.85,328.03,97.8,257.36,292.53,201.95,243.78,60.35,319.59,0,-49.52,0,17696.25,127.42,280.85,135.78,18240.28,3489.37,-38739.48,-147.56,-341.349999999999,No Change
Sep 2018,State,UKMO,No Change,Low,11109.18,193.4,57.03,152.08,217.82,167.83,214.22,51.29,185.99,0,-34.34,0,10729.8,82.68,242.8,102.55,11157.83,3482.52,-38788.62,-6.84999999999945,-49.1399999999921,No Change
