Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,NCAR,Low,High,272.92,10.56,41.43,142.09,26.38,124.76,30.5,2.08,7.58,0,-22.48,0,254.76,30.79,40.22,0.05,325.84,2681.09,-35026.63,0,0,High
Feb 2016,State,NCAR,Low,High,5564.36,102.61,45.63,101.01,95.47,63.26,49.16,8.13,109.82,0,-37.85,0,5351.93,52.85,63.13,5.6,5473.5,2570.85,-35069.99,-110.24,-43.359999999986,High
Mar 2016,State,NCAR,Low,High,1362.2,35.52,58.26,118.62,81.62,143.39,78.97,15.52,36.71,0,-26.64,0,1289.98,63.59,97.49,9.76,1460.79,2580.95,-35044.59,10.0999999999999,25.3999999999796,High
Apr 2016,State,NCAR,Low,High,4265.3,99.75,91.98,120.34,187.3,147.35,254.04,67.43,100.67,0,-32.38,0,4064.89,63.78,245.63,41.14,4415.47,2485.13,-35107.72,-95.8199999999997,-63.1299999999901,High
May 2016,State,NCAR,Low,High,3927.25,57.54,131.94,100.12,326.67,293.08,292.73,75.19,48.23,0,-5.56,0,3821.47,61.34,319.91,115.19,4317.89,2466.07,-35267.19,-19.0600000000004,-159.470000000001,High
Jun 2016,State,NCAR,Low,High,7725.24,98.5,55.04,137.7,316.96,346.07,312.7,81.68,109.67,0,-17.76,0,7517.06,62.69,370.43,157.35,8107.53,2397.29,-35557.27,-68.7799999999997,-290.080000000002,High
Jul 2016,State,NCAR,Low,High,18588.46,264.59,37.05,179.29,292.98,193.61,242.87,62.67,292.06,0,-42.9,0,18031.8,65.89,295.28,148,18540.99,2228.79,-35853.7,-168.5,-296.429999999993,High
Aug 2016,State,NCAR,Low,High,17691.79,261.18,34.54,145.34,277.01,147.79,217.53,55.77,290.86,0,-48.14,0,17139.77,69.29,256.17,126.5,17591.68,2213.1,-35932.77,-15.6900000000001,-79.070000000007,High
Sep 2016,State,NCAR,Low,High,24672.75,350.69,32.25,234.37,209.94,70.28,139.77,32.68,371.24,0,-62.33,0,23950.81,71.25,160.64,96.37,24279.08,2247.92,-35978.33,34.8200000000002,-45.5599999999977,High
Oct 2016,State,NCAR,Low,High,1995.09,34.77,30.41,73.14,105.92,122.09,272.83,68.07,43.75,0,-20.37,0,1916.57,28.57,240.38,42.07,2227.57,2334.02,-35872.87,86.0999999999999,105.459999999999,High
Nov 2016,State,NCAR,Low,High,1564.02,34.69,39,19.73,78.95,32.08,50.11,7.45,39.5,0,-27.12,0,1489.83,34.19,53.64,2.8,1580.46,2282.21,-36096.27,-51.8099999999999,-223.400000000001,High
Dec 2016,State,NCAR,Low,High,1585.39,44.03,38.07,76.01,54.72,61.25,30.54,1.9,40.27,0,-28.9,0,1501.1,41.5,34.05,0,1576.65,2318.11,-36129.37,35.9000000000001,-33.0999999999913,High
Jan 2017,State,NCAR,Low,High,4337.07,85.2,37.69,60.04,77.93,19.91,30.55,2.03,99.55,0,-36.62,0,4152.32,41.47,35.3,0,4229.09,2306.15,-36146.59,-11.9600000000005,-17.2200000000084,High
Feb 2017,State,NCAR,Low,High,2113.17,39.73,42.56,86.33,46.01,61.61,30.56,1.99,42.06,0,-28.63,0,2031.4,40.18,37.3,0,2108.85,2357.35,-36112.17,51.2000000000003,34.4199999999983,High
Mar 2017,State,NCAR,Low,High,2329.42,48.06,49.66,126.04,40.57,100.05,70.27,12.21,49.43,0,-30.48,0,2231.93,61.65,79.6,6.96,2380.12,2332.98,-36127.29,-24.3699999999999,-15.1199999999881,High
Apr 2017,State,NCAR,Low,High,812.02,31.34,87.04,72,164.34,141.53,288.65,75.37,21.95,0,-23.82,0,758.74,47.38,269.96,57.82,1133.89,2251.97,-36173.34,-81.0100000000002,-46.0500000000029,High
May 2017,State,NCAR,Low,High,4553.34,61.16,155.04,66.59,276.47,161.43,305.08,74.87,53.65,0,-19.16,0,4438.55,53.73,313.15,123.53,4928.96,2218.11,-36446.32,-33.8600000000001,-272.98000000001,High
Jun 2017,State,NCAR,Low,High,9663.84,113.95,89.43,61.73,285.65,146.01,256.99,58.86,122.53,0,-32.29,0,9427.36,34.3,293.01,154.04,9908.72,2250.22,-36765.59,32.1100000000006,-319.26999999999,High
Jul 2017,State,NCAR,Low,High,13972.05,191.27,39.93,125.35,288.55,189.45,296.2,74.69,211.67,0,-35.84,0,13569.11,42.6,336.99,150.96,14099.68,2294.97,-37027.54,44.75,-261.950000000012,High
Aug 2017,State,NCAR,Low,High,14391.76,233.11,35.76,123.87,275.86,145.35,294.73,75.97,253.45,0,-42.91,0,13905.2,57.37,312.97,127.64,14403.2,2278.59,-37224.21,-16.3800000000001,-196.669999999991,High
Sep 2017,State,NCAR,Low,High,1401.46,15.96,31.2,62.63,170.51,206.98,348.12,86.96,19.89,0,-7.88,0,1365.6,28.86,332.95,108.37,1835.78,2314.9,-37360.05,36.3099999999995,-135.839999999989,High
Oct 2017,State,NCAR,Low,High,18001.83,275.37,36.72,122.34,205,29.83,89.87,19.49,296.84,0,-46.4,0,17429.63,61.01,92.17,34.82,17617.62,2206.67,-37717.58,-108.23,-357.530000000013,High
Nov 2017,State,NCAR,Low,High,1471.94,31.04,45.29,35.38,65.22,27.22,32.76,2.62,34.55,0,-27.44,0,1406.36,30.37,40.29,0.51,1477.53,2360.01,-37572.33,153.34,145.250000000007,High
Dec 2017,State,NCAR,Low,High,7069.22,98.76,44.01,128.54,83.2,72.61,30.69,1.91,105.11,0,-34.28,0,6865.36,37.93,34.13,0,6937.42,2387.86,-37595.85,27.8499999999999,-23.5200000000041,High
Jan 2018,State,NCAR,Low,High,10692.61,193.64,42.05,101.14,137.45,16.77,30.7,2.03,209.26,0,-44.34,0,10289.68,58.26,37.22,0,10385.17,2393.06,-37553.78,5.19999999999982,42.0699999999997,High
Feb 2018,State,NCAR,Low,High,7262.86,147.15,47.24,134.74,87.46,41.23,30.71,2.23,152.98,0,-45.03,0,6962.71,58.46,39.36,0,7060.53,2505.16,-37417.53,112.1,136.25,High
Mar 2018,State,NCAR,Low,High,10810.38,208.67,64.43,180.73,86.26,43.73,30.95,2.44,211.64,0,-47.79,0,10390.08,97.63,45.12,0.21,10533.05,2540.48,-37338.03,35.3200000000002,79.4999999999927,High
Apr 2018,State,NCAR,Low,High,8755.01,187.89,115.67,150.69,193.96,82.21,127.12,31.22,196.92,0,-44.86,0,8370.19,85.96,145.9,26.72,8628.78,2566.39,-37202.9,25.9100000000003,135.130000000005,High
May 2018,State,NCAR,Low,High,16560.57,315.9,245.63,163.32,417.96,96.88,202.1,52.14,284.19,0,-105.21,0,15960.49,182.35,239.51,120.01,16502.34,2628.16,-37173.47,61.7699999999995,29.4300000000003,High
Jun 2018,State,NCAR,Low,High,9572.83,178.04,220.52,155.25,387.8,236.7,298.96,76.62,125.06,0,-59.2,0,9269.74,151.41,364.15,155.51,9940.8,2859.68,-37264.46,231.52,-90.989999999998,High
Jul 2018,State,NCAR,Low,High,11683.23,192.86,88.05,214.52,314.01,289.84,360.24,95.58,185.44,0,-49.23,0,11304.96,91.42,416.41,155.35,11968.15,2868.98,-37576.46,9.29999999999973,-312,High
Aug 2018,State,NCAR,Low,High,15293.85,252.77,65.47,160.15,299.64,175.56,253.32,66.63,268.1,0,-57.03,0,14772.97,91.02,295.25,129.88,15289.13,2741.43,-37860.27,-127.55,-283.810000000005,High
Sep 2018,State,NCAR,Low,High,9113.79,94.78,53.97,111.73,231.5,213.17,219.54,54.24,110.54,0,-26.36,0,8908.45,45.05,265.63,106.98,9326.13,2756.94,-37965.77,15.5099999999998,-105.499999999993,High
Oct 2018,State,NCAR,Low,High,8355.33,105.53,40.79,91.73,143.29,89.16,203.52,50.98,123.31,0,-34.8,0,8126.47,35.26,197.51,48.96,8408.21,2674.91,-38153.86,-82.0300000000002,-188.089999999997,High
Nov 2018,State,NCAR,Low,High,7981.26,154.69,42.28,76.79,141.14,26.1,33.84,3.05,166.96,0,-45.52,0,7659.61,50.67,41.82,1.07,7753.15,2684.08,-38266.84,9.17000000000007,-112.979999999996,High
Dec 2018,State,NCAR,Low,High,612.01,10.96,40.8,86.73,40.51,74.76,30.84,1.94,14.66,0,-27.29,0,586.38,26.57,37.16,0,650.11,2788.11,-38177.26,104.03,89.5799999999945,High
Jan 2019,State,NCAR,Low,High,6337.71,127.19,40.52,73.94,107.01,19.55,30.85,2.05,146.27,0,-42.4,0,6064.25,48.73,37.13,0,6150.1,2745.58,-38218.79,-42.5300000000002,-41.5299999999988,High
Feb 2019,State,NCAR,Low,High,2930.5,43.99,43.68,93.79,48.31,58.81,30.86,2.08,50.35,0,-32.57,0,2836.12,36.95,40.98,0,2914.08,2824.68,-38143.72,79.0999999999999,75.0699999999924,High
Mar 2019,State,NCAR,Low,High,6110.02,128.03,54.73,149.16,51.33,51.15,39.95,4.57,139.71,0,-43,0,5842.28,76.44,56.86,2.65,5978.23,2801.96,-38154.7,-22.7199999999998,-10.9800000000032,High
Apr 2019,State,NCAR,Low,High,2604.27,86.69,123.71,101.43,188.92,119,272.95,72.4,63.01,0,-43.9,0,2454.57,82.99,259.07,36.06,2832.68,2780.65,-38096.03,-21.3100000000004,58.6700000000055,High
May 2019,State,NCAR,Low,High,7089.58,235.88,375.55,145.05,493.45,108.86,299.2,78.33,134.59,0,-123.36,0,6719.12,205.16,305.69,97.4,7327.37,2792.04,-38313.53,11.3900000000003,-217.5,High
Jun 2019,State,NCAR,Low,High,14156.36,265.29,361.32,158.76,556.63,162.47,231.08,57.09,176.48,0,-139.87,0,13714.59,213.56,305.01,152.23,14385.4,3091.82,-38620.57,299.78,-307.040000000001,High
Jul 2019,State,NCAR,Low,High,20210.24,319.48,122.32,249.65,395.7,285.01,280.93,73.54,320.31,0,-75.62,0,19570.44,157.13,340.21,149.48,20217.25,3354.97,-38910.2,263.150000000001,-289.629999999997,High
Aug 2019,State,NCAR,Low,High,12192.45,216.94,93.21,175.64,306.21,211.87,328.33,86.95,221,0,-60.86,0,11754.49,101.03,364.66,129.92,12350.11,3332.83,-39022.39,-22.1400000000003,-112.190000000002,High
Sep 2019,State,NCAR,Low,High,5533.56,93.39,105.11,130.07,248.36,212.9,320.59,83.14,92.82,0,-35.09,0,5347.34,68.06,346.15,107.67,5869.2,3303.91,-39233.54,-28.9200000000001,-211.150000000001,High
Oct 2019,State,NCAR,Low,High,5185.52,99.58,76.03,117.6,134.7,97.56,230.47,56.38,101.77,0,-36.48,0,4984.13,57.36,211.09,41.08,5293.69,3230.65,-39520.89,-73.2599999999998,-287.350000000006,High
Nov 2019,State,NCAR,Low,High,4978.51,110.58,59.39,78.47,114.67,39.13,36.05,3.76,112.36,0,-44.04,0,4755.56,60.04,45.76,1.3,4862.63,3230.77,-39670.74,0.119999999999436,-149.849999999999,High
Dec 2019,State,NCAR,Low,High,8608.51,172.19,56.14,167.42,129.1,84.21,31.02,1.95,161.04,0,-49.69,0,8275.27,65.72,38.5,0,8379.5,3292.8,-39636.01,62.0300000000007,34.7300000000105,High
Jan 2020,State,NCAR,Low,High,8300.87,172.23,55.49,100.75,139.2,16.69,31.03,2.07,187.79,0,-52.4,0,7940.85,56.89,39.18,0,8036.89,3328.23,-39553.7,35.4299999999994,82.3099999999904,High
Feb 2020,State,NCAR,Low,High,6325.47,114.18,59.93,118.52,91.59,43.09,31.04,2.05,122.54,0,-47.74,0,6088.73,54.84,43.41,0,6186.99,3440.48,-39447.24,112.25,106.459999999999,High
Mar 2020,State,NCAR,Low,High,1398.15,81.07,106.22,152.97,35.11,62.18,37.55,3.4,36.96,0,-31.19,0,1280.12,92.62,57.42,1.91,1432.07,3474.52,-39401.4,34.0400000000004,45.8400000000038,High
Apr 2020,State,NCAR,Low,High,4801.5,179.79,207.05,135.45,258.69,70.68,227.81,60.28,116.07,0,-82.07,0,4505.65,145.46,229.1,27.81,4908.02,3424.17,-39431.7,-50.3499999999999,-30.3000000000029,High
May 2020,State,NCAR,Low,High,6843.47,288.05,555.52,162.22,778.6,126.33,275.44,71.59,104.48,0,-210.15,0,6450.98,239.23,316.62,110.77,7117.58,3550.58,-39593.01,126.41,-161.309999999998,High
Jun 2020,State,NCAR,Low,High,4588.44,194.73,516.33,266.78,573.2,223.52,404.31,105.9,73.52,0,-125.66,0,4320.2,220.26,456.08,155.61,5152.15,4090.05,-40013.31,539.47,-420.299999999996,High
Jul 2020,State,NCAR,Low,High,16761.45,305.06,179.82,226.76,420.97,242.5,314.05,83.09,277.8,0,-88.07,0,16178.63,167.71,377.32,152.13,16875.75,4282.03,-40519.45,191.98,-506.139999999992,High
Aug 2020,State,NCAR,Low,High,17608.48,296.09,90.36,212.51,404.62,329.06,259.81,67.75,286.34,0,-58.67,0,17026.04,157.04,313.2,129.79,17626.09,4314.15,-40712.8,32.1199999999999,-193.350000000006,High
Sep 2020,State,NCAR,Low,High,17889.42,249.02,60.21,190.58,354.59,328.98,141.88,32.53,244.23,0,-44.15,0,17396.18,137.2,191.82,95.93,17821.13,4268.58,-40806.98,-45.5699999999997,-94.1800000000076,High
Oct 2020,State,NCAR,Low,High,9902.76,173.89,60.85,141.2,168.88,98.52,172.16,41.1,162.94,0,-55.38,0,9565.95,78.57,172.71,32.89,9850.1,4211.7,-40812.21,-56.8800000000001,-5.2300000000032,High
Nov 2020,State,NCAR,Low,High,8059.56,160.41,61.22,100.1,145.49,40.74,31.37,2.1,158.71,0,-55.64,0,7740.45,72.45,43.93,0.21,7857.02,4240.39,-40868.58,28.6900000000005,-56.3699999999953,High
Dec 2020,State,NCAR,Low,High,6839.69,147.4,51.55,139.03,127.65,84,31.14,1.99,143.13,0,-49.76,0,6549.15,66.02,40.33,0,6655.5,4330.46,-40794.98,90.0699999999997,73.6000000000131,High
Jan 2021,State,NCAR,Low,High,5166.89,90.35,49.45,62.17,100.58,17.98,31.15,2.1,109.75,0,-48.54,0,4966.81,43.58,42.21,0,5052.57,4362.9,-40730.74,32.4399999999996,64.2399999999834,High
Feb 2021,State,NCAR,Low,High,3206.04,49.15,53.3,92.99,54.49,45.17,31.16,2.22,59.58,0,-43.42,0,3097.3,43.55,47,0,3187.87,4432.3,-40698.55,69.4000000000005,32.1900000000023,High
