Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,NCAR,No Change,High,272.92,10.56,41.43,142.13,26.44,124.92,30.71,2.07,7.58,0,-22.46,0,254.76,30.81,40.39,0.05,326.02,2681.09,-35026.63,0,0,Low
Feb 2016,State,NCAR,No Change,High,5564.36,102.61,45.63,104.18,86.82,57.81,41.92,6.12,109.82,0,-37.84,0,5351.93,52.87,54.7,5.6,5465.08,2570.86,-35070.21,-110.23,-43.5799999999945,Low
Mar 2016,State,NCAR,No Change,High,1362.2,35.41,58.26,123.34,68.49,134.83,59.8,10.27,36.71,0,-26.8,0,1290.09,63.49,78.75,9.76,1442.09,2580.97,-35039.6,10.1100000000001,30.6100000000006,Low
Apr 2016,State,NCAR,No Change,High,4265.3,99.73,91.98,127.93,155.83,123.69,164.86,41.46,100.67,0,-32.3,0,4064.91,63.93,170.65,41.14,4340.65,2485.41,-35088.97,-95.5599999999999,-49.3699999999953,Low
May 2016,State,NCAR,No Change,High,3927.25,56.97,131.94,115.27,253.25,221.62,188.08,45.91,48.23,0,-18.37,0,3822.03,60.41,217.36,115.19,4214.98,2470.28,-35185.14,-15.1300000000001,-96.1700000000055,Low
Jun 2016,State,NCAR,No Change,High,7725.24,99.62,55.04,137.85,218.52,245.13,200.07,49.81,109.67,0,-22.25,0,7515.93,65.72,248.14,157.35,7987.16,2426.72,-35412.64,-43.5599999999995,-227.5,Low
Jul 2016,State,NCAR,No Change,High,18588.46,265.15,37.05,177.12,219.36,115.75,158.2,38.63,292.06,0,-47.05,0,18031.25,68.53,200.32,148,18448.1,2302.2,-35632.83,-124.52,-220.190000000002,Low
Aug 2016,State,NCAR,No Change,High,17691.79,261.68,34.54,151.75,208.72,85.5,142.99,34.45,290.86,0,-50.79,0,17139.27,72.04,174.78,126.5,17512.58,2325.05,-35655.4,22.8500000000004,-22.570000000007,Low
Sep 2016,State,NCAR,No Change,High,24672.75,351.03,32.25,235.22,189.61,50.16,96.34,20.36,371.24,0,-63.4,0,23950.48,71.99,115.88,96.37,24234.72,2382.02,-35650.35,56.9699999999998,5.05000000001019,Low
Oct 2016,State,NCAR,No Change,High,1995.09,34.54,30.41,90.3,68.44,102.12,176.19,42.21,43.75,0,-22.49,0,1916.81,30.82,164.76,42.07,2154.44,2481.57,-35514.85,99.5500000000002,135.5,Low
