Date,MBAU,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,State,UKMO,No Change,Low,3845.06,84.34,71.48,186.19,88.22,128.46,40.13,2.05,82.47,0,-38.17,0,3678.26,48.05,45.32,0,3771.64,2684.25,-35328.92,0,0,High
Feb 2016,State,UKMO,No Change,Low,3765.82,70.94,75.65,120.87,75.6,57.21,40.15,2.23,70.75,0,-39.25,0,3624.11,46.58,46.86,0,3717.55,2636.75,-35322.69,-47.5,6.2300000000032,High
Mar 2016,State,UKMO,No Change,Low,2387.48,76.25,135.34,189.55,69.84,88.66,59.42,7.73,54.68,0,-43.86,0,2256.54,84.74,74.84,4.49,2420.62,2646.18,-35329.09,9.42999999999984,-6.40000000000146,High
Apr 2016,State,UKMO,No Change,Low,2488.73,230.98,234.56,221.39,236.71,100.35,264.43,67.52,42.19,0,-39.97,0,2215.55,147.77,257.04,42.41,2662.77,2604.2,-35374.45,-41.98,-45.3600000000079,High
May 2016,State,UKMO,No Change,Low,884.78,232.41,556.04,417.9,436.31,201.63,385.11,98.15,10.42,0,-30.27,0,641.96,166.11,393.32,122.48,1323.87,2680.42,-35611.55,76.2200000000003,-237.099999999999,High
Jun 2016,State,UKMO,No Change,Low,4107.39,159.13,697.81,604.05,423.82,339.17,419.74,108.41,68.1,0,-1.6,0,3880.17,169.82,458.45,158.42,4666.88,2808.75,-36040.85,128.33,-429.300000000003,High
Jul 2016,State,UKMO,No Change,Low,8048.5,141.45,165.87,247.34,336,351.21,431.64,112.56,133.85,0,-21.61,0,7773.22,96.79,474.04,162.61,8506.66,2746.29,-36444.12,-62.46,-403.269999999997,High
Aug 2016,State,UKMO,No Change,Low,13630.75,238.14,82.41,216.42,275.85,249.51,322.79,82.48,225.27,0,-26.43,0,13167.34,104.22,355.07,136.15,13762.77,2576.09,-36813.55,-170.2,-369.429999999993,High
Sep 2016,State,UKMO,No Change,Low,26110.13,358.13,55.68,284.43,229.06,146.95,120.86,23.59,357.52,0,-45.59,0,25394.47,92.87,154.54,99.32,25741.21,2487.67,-36991.15,-88.4200000000001,-177.600000000006,High
Oct 2016,State,UKMO,No Change,Low,17600.67,271.85,39.22,223.96,133.89,71.2,107.8,20.97,258.63,0,-48.3,0,17070.2,72.71,108.56,30.72,17282.18,2512.51,-36875.82,24.8400000000001,115.330000000002,High
Nov 2016,State,UKMO,No Change,Low,5443.71,120.73,59.53,102.27,114.25,54.15,40.51,2.01,124.26,0,-45.35,0,5198.71,63.26,44.9,0.08,5306.95,2553.47,-36783.05,40.96,92.7699999999968,High
Dec 2016,State,UKMO,No Change,Low,4660.78,110.67,50.01,128.03,102.67,90.49,40.4,1.94,105.93,0,-37.55,0,4444.17,58.04,43.48,0,4545.69,2607.16,-36742.71,53.6899999999996,40.3400000000111,High
Jan 2017,State,UKMO,No Change,Low,7948.24,143.09,50.42,103.47,109.55,26.61,40.42,2.06,150.56,0,-45.9,0,7654.59,53.03,43.7,0,7751.31,2614.31,-36712.79,7.15000000000009,29.919999999991,High
Feb 2017,State,UKMO,No Change,Low,3508.66,70.19,56.25,106.51,63.85,53.21,40.45,2.21,69.52,0,-36.22,0,3368.92,45.49,47.68,0,3462.09,2691.88,-36646.5,77.5700000000002,66.2900000000009,High
